"nome_da_serie","temporada","media_nota_temporada","total_votos_temporada","ano_temporada"
"24 uur met...","5",8.4,6,"2012"
"24 uur met...","8",7.65,13,"2014"
"24-stjerners julekalender","1",7.12083333333333,157,"2022"
"24-stjerners julekalender","2",7.3,139,"2023"
"24/7 College Football","1",8.125,41,"2019"
"24/7 Penguins/Capitals","1",7.2,15,"2010"
"240-Robert","1",8.57692307692308,134,"1979"
"240-Robert","2",8.95,22,"1981"
"24: Conspiracy","1",4.7,398,"2005"
"24: Day Six - Debrief","6",6.4,176,"2007"
"24: Day Zero","1",6.03333333333333,25,"2007"
"24: Legacy","1",7.03076923076923,7293,"2016"
"24: Live Another Day","1",8.6,16214,"2014"
"24Inside","1",3.76666666666667,72,"2004"
"25-sai no Joshikousei","1",5.55833333333333,96,"2018"
"257 prichin, chtoby zhit","1",7.41111111111111,46,"2020"
"25ji Akasaka de","1",8.14444444444444,46,"2024"
"26 Men","1",6.49333333333333,267,"1957"
"26 Men","2",6.85,40,"1958"
"28 Days Haunted","1",4.41666666666667,642,"2022"
"29","1",7.475,119,"2018"
"29","2",7.6375,107,"2018"
"29","3",7.6375,78,"2019"
"29","4",7.77,91,"2020"
"29","5",7.3625,68,"2021"
"2900 Happiness","1",7.6,8,"2007"
"2DEZIT","1",6.5,38,"2022"
"2Go Mad in Norfolk","1",7.13333333333333,155,"2022"
"2Moons2","1",8,103,"2019"
"2REAL4U presents Devil in the Midst Pilot","1",10,6,"2020"
"2gether","1",8.05384615384615,1819,"2020"
"2gether","\N",8.3,23,"2020"
"2gether: The Series","1",5.76923076923077,115,"2000"
"2gether: The Series","2",5.48333333333333,57,"2001"
"2nd Generation","1",8.48333333333333,42,"2018"
"2nd House","1",5.9,10,"1974"
"2point4 Children","1",7.48333333333333,231,"1991"
"2point4 Children","2",7.925,235,"1992"
"2point4 Children","3",7.87142857142857,196,"1993"
"2point4 Children","4",8.02857142857143,185,"1994"
"2point4 Children","5",7.74285714285714,179,"1995"
"2point4 Children","6",7.775,184,"1996"
"2point4 Children","7",7.75714285714286,160,"1998"
"2point4 Children","8",7.36666666666667,135,"1999"
"3 Body Problem","1",7.6375,47007,"2024"
"3 Girls 3","1",6.6,11,"1977"
"3 Milagros","1",8.6,22,"2011"
"3 Minute Wonder","\N",7.76666666666667,143,"2006"
"3 Roses","1",5.875,49,"2021"
"3 Will Be Free","1",8.025,23,"2019"
"3 by Cheever","1",7.26666666666667,125,"1979"
"3 caminos","1",7.575,272,"2021"
"3 lbs.","1",7.725,96,"2006"
"3 nen A gumi -Imakara minasan wa, Hitojichi desu-","1",8.4,199,"2019"
"3%","1",7.7,7035,"2016"
"3%","2",7.49,4056,"2018"
"3%","3",7.475,2506,"2019"
"3%","4",7.58571428571429,1573,"2020"
"3-2-1 Penguins!","1",7.7,7,"2000"
"3-2-1 Penguins!","3",5.8,8,"2008"
"3-Minute Game Show","1",7.4,6,"2007"
"3-Minute Game Show","4",8.9,14,"2009"
"3-Minute Game Show","5",8.7,14,"2009"
"3-South","1",7.09230769230769,151,"2002"
"30 Days","1",6.95,493,"2005"
"30 Days","2",7.48333333333333,309,"2006"
"30 Days","3",8.05,239,"2008"
"30 Days 30 Sex","1",9.2,8,"2020"
"30 Days of Night: Blood Trails","1",6.01428571428571,148,"2007"
"30 Days of Night: Dust to Dust","1",5.51666666666667,50,"2007"
"30 Even Scarier Movie Moments","1",4.8,13,"2006"
"30 Minuten","1",8.5,41,"1995"
"30 Monedas","1",7.5625,5238,"2020"
"30 Monedas","2",7.0375,1727,"2023"
"30 Rock","1",7.84545454545454,28823,"2006"
"30 Rock","2",8.02666666666667,17352,"2007"
"30 Rock","3",8.06363636363636,22854,"2008"
"30 Rock","4",7.86363636363636,19506,"2009"
"30 Rock","5",7.96956521739131,19647,"2010"
"30 Rock","6",7.77727272727273,16573,"2012"
"30 Rock","7",8.03846153846154,8966,"2012"
"30 Weds 21","1",8.16666666666667,100,"2021"
"30 Youm","1",7.16666666666667,128,"2017"
"30 for 30","1",7.07333333333333,37895,"2009"
"30 for 30","2",7.28333333333333,27406,"2012"
"30 for 30","3",7.2875,21807,"2015"
"30 for 30","4",7.14,8266,"2019"
"30 for 30","5",6.32,311,"2023"
"30 for 30","\N",6.4,219,"2014"
"30 for 30 Shorts","1",6.64428571428572,3534,"2012"
"30 for 30: Soccer Stories","1",7.05,1735,"2014"
"30 minuts","\N",7.6,7,"2016"
"30 prípadu majora Zemana","1",5.75,158,"1976"
"30 prípadu majora Zemana","2",5.91,114,"1977"
"30 prípadu majora Zemana","3",5.68,127,"1979"
"30-Second Bunny Theatre","\N",6.378125,631,"2004"
"30-sai made Doutei dato Mahoutsukai ni Nareru Rashii","1",7.775,123,"2024"
"30-sai no hoken taiiku","1",4.975,102,"2011"
"300 Million Years","1",6.9,22,"2015"
"3000 scénarios contre un virus","1",6.8,123,"1995"
"303 - Die Serie","1",8.08333333333333,49,"2021"
"30° i februari","1",7.08,296,"2012"
"30° i februari","2",7,227,"2016"
"31 minutos","1",8.37272727272727,606,"2002"
"31 minutos","2",8.74761904761905,549,"2003"
"31 minutos","3",8.59333333333333,309,"2005"
"31 minutos","4",8.15,362,"2014"
"31 minutos","\N",9.1,15,"2003"
"32 Brinkburn Street","1",5.35,23,"2011"
"35 Diwrnod","1",6.975,109,"2014"
"35 Diwrnod","2",6.875,73,"2015"
"35 Diwrnod","3",7.4,66,"2017"
"35 Serial Killers the World Wants to Forget","1",6.74,36,"2018"
"35 sai no kôkôsei","1",7.78,26,"2013"
"36 Days","1",4.9625,87,"2024"
"360° - Die GEO-Reportage","1",7.8,7,"2021"
"3615 Monique","1",6.7,100,"2020"
"365","1",7.1,42,"2017"
"365","2",2.53333333333333,42,"2019"
"365: Unmyeongeul Geoseuleuneun 1nyeon","1",9.07916666666667,855,"2020"
"37 Days","1",7.93333333333333,239,"2014"
"37 Grad","1",8.5,17,"2012"
"37 Grad","\N",8.2,7,"2002"
"37 Sekunden","1",5.16666666666667,25,"2023"
"38 Task Force","1",7.14375,107,"2016"
"38 popugaev","1",7.22,2819,"1976"
"39 i pól","1",6.3,7,"2008"
"39 i pól tygodnia","1",7.2,5,"2019"
"39/40 The War Through a Lens","1",7.8,16,"2010"
"3AM","1",6.2,12,"2015"
"3Below: Tales of Arcadia","1",7.84615384615385,3506,"2018"
"3Below: Tales of Arcadia","2",7.81538461538462,2748,"2019"
"3Below: Tales of Arcadia","\N",7.5,25,"2018"
"3D Kanojo Real Girl","1",6.98333333333333,276,"2018"
"3D Kanojo Real Girl","2",7.7,276,"2019"
"3inching Boksu","1",8.175,866,"2022"
"3rd Rock from the Sun","1",7.825,10036,"1996"
"3rd Rock from the Sun","2",7.74615384615385,10095,"1996"
"3rd Rock from the Sun","3",7.69259259259259,9012,"1997"
"3rd Rock from the Sun","4",7.89166666666667,7510,"1998"
"3rd Rock from the Sun","5",7.83181818181818,6683,"1999"
"3rd Rock from the Sun","6",7.605,5665,"2000"
"3sat Festival","4",8.1,21,"2003"
"3sat Festival","6",7.5,25,"2005"
"3sat Festival","7",7.3,18,"2006"
"3sat Festival","8",9,10,"2007"
"3sat Festival","9",8.3,23,"2008"
"3xManon","1",7.46666666666667,78,"2014"
"4","1",7.385,174,"2009"
"4 Blocks","1",8.06666666666667,1999,"2017"
"4 Blocks","2",8.04285714285714,1652,"2018"
"4 Blocks","3",8.11666666666667,1161,"2019"
"4 Feet High","1",7.46666666666667,32,"2021"
"4 Minutes","1",6.14285714285714,287,"2024"
"4 O'Clock Club","1",8.9,12,"2012"
"4 Play","1",6.2,9,"1989"
"4 Play","2",7.05,68,"1991"
"4 estrellas","1",6.30588235294118,97,"2023"
"4 gegen Z","2",7.26,31,"2006"
"4-nin wa Sorezore Uso wo Tsuku","1",7.63333333333333,20,"2022"
"40 y 20","1",7.7,12,"2016"
"413 Hope St.","1",6,6,"1997"
"42 - Die Antwort auf fast alles","\N",6.4,5,"2022"
"42 Días en la Oscuridad","1",7.95,465,"2022"
"42 °C","1",8.0875,133,"2021"
"4400","1",6.19230769230769,2043,"2021"
"45 Min","1",7.7,17,"2012"
"45 Revoluciones","1",7.38461538461539,147,"2019"
"46 Days","1",9.3,7,"2021"
"46 Yok Olan","1",8.45384615384615,1292,"2016"
"48 Hours Presents: Live to Tell","\N",6.9,28,"2009"
"48 Hours on ID","16",6.75,12,"2020"
"48 Hours on ID","6",7.55,12,"2015"
"48 Hours on ID","8",8.4,6,"2017"
"48 Hours: Hard Evidence","\N",7.3,23,"2009"
"49 Il","1",6.665,136,"2011"
"4Ever","1",9.06,57,"2023"
"4Funnies","1",8.6,9,"2012"
"4N1K","1",7.66363636363636,114,"2018"
"4N1K","2",8.4,21,"2019"
"4Play","1",9.25384615384615,76,"2017"
"4Pop","2",4.7,87,"2003"
"4gatsu no Tokyo wa ...","1",7.8625,51,"2023"
"4th and Forever: Muck City","1",6.8,5,"2020"
"5 Mistakes that Caught a Killer","1",7.7,9,"2019"
"5 Mistakes that Caught a Killer","2",8.7,7,"2020"
"5 Second Movies","1",5.55571428571429,889,"2008"
"5 Second Movies","2",7.36666666666667,41,"2009"
"5 Second Movies","3",7.05,57,"2010"
"5 Second Movies","4",6.225,52,"2011"
"5 Years Later","1",9.35,39,"2023"
"5 ji kara 9 ji made ~ Watashi ni koi shita ikemen sugiru obôsan","1",9.67,272,"2015"
"50 States of Fright","1",6.77142857142857,2957,"2020"
"50 States of Fright","2",6.57,1246,"2020"
"50 Ways to Kill Your Mammy","1",8.98333333333333,50,"2014"
"50 Ways to Kill Your Mammy","2",8.31666666666667,35,"2015"
"50 años de","1",6.1,18,"2009"
"50 nuances de Grecs","2",6.9,12,"2020"
"50/50","\N",8.7,63,"2012"
"500 Nations","1",8.375,160,"1995"
"500 Questions","1",7.11428571428571,61,"2015"
"500T","1",8.4,25,"2021"
"50M²","1",6.9375,1196,"2021"
"50s Britannia","1",6.7,11,"2013"
"54 Below Premieres","1",9,5,"2021"
"54 Days","1",7.7,37,"2021"
"548 días: Captada por una secta","1",7.7,33,"2023"
"55 Degrees North","1",7.85,53,"2004"
"55 Degrees North","2",8.1625,61,"2005"
"5:32","1",7.84166666666667,174,"2021"
"5X Comédia","1",6.02,98,"2021"
"5ive Days to Midnight","1",7.26,253,"2004"
"5th Dimension: Secrets of the Supernatural","1",4.66666666666667,19,"2006"
"5th Gear","1",7.1,65,"2002"
"5th Gear","18",6.6,6,"2010"
"5th Gear","19",8.2,6,"2011"
"5th Gear","2",7.1625,49,"2002"
"5th Gear","21",7.7,14,"2012"
"5th Gear","22",7.6875,58,"2013"
"5th Gear","23",7.35,25,"2013"
"5th Gear","3",7.475,48,"2003"
"5th Gear","4",7.425,48,"2003"
"5th Gear","5",7.55,47,"2004"
"5th Gear","6",7.4,60,"2004"
"5th Ward","1",9.26666666666667,22,"2018"
"6 X Confiné.e.s","1",5.36,40,"2021"
"6 passi nel giallo","1",5.75,178,"2012"
"60 Days In","1",7.32142857142857,1193,"2016"
"60 Days In","2",7.11875,834,"2016"
"60 Days In","3",7.23846153846154,591,"2017"
"60 Days In","4",7.12142857142857,528,"2018"
"60 Days In","5",7.32727272727273,532,"2019"
"60 Days In","6",7.15555555555556,770,"2020"
"60 Days In","7",7.03333333333333,302,"2022"
"60 Days In","8",7.34615384615385,198,"2023"
"60 Days In","\N",7.1,33,"2016"
"60 Days In: Narcoland","1",6.7,63,"2019"
"60 Days on the Streets","1",7.43333333333333,32,"2019"
"60 Il, Jijeongsaengjonja","1",8.4,505,"2019"
"60 Minutes","1",7.7,11,"1968"
"60 Minutes","23",6.6,11,"1991"
"60 Minutes","24",8,144,"1991"
"60 Minutes","32",8.9,16,"2000"
"60 Minutes","35",8.9,62,"2003"
"60 Minutes","37",6.46666666666667,58,"2004"
"60 Minutes","38",7.66666666666667,125,"2005"
"60 Minutes","39",8.5,61,"2007"
"60 Minutes","40",6.4,8,"2007"
"60 Minutes","41",6.8,17,"2008"
"60 Minutes","43",7.7,38,"2011"
"60 Minutes","44",8.325,135,"2011"
"60 Minutes","45",7.35,81,"2012"
"60 Minutes","46",6.625,39,"2013"
"60 Minutes","47",8,8,"2015"
"60 Minutes","48",7,30,"2015"
"60 Minutes","49",7.36111111111111,166,"2016"
"60 Minutes","50",7.134375,376,"2017"
"60 Minutes","51",6.695,362,"2018"
"60 Minutes","52",6.94418604651163,466,"2019"
"60 Minutes","53",7.31555555555556,517,"2020"
"60 Minutes","54",7.63023255813954,478,"2021"
"60 Minutes","55",7.34901960784314,656,"2022"
"60 Minutes","56",7.44358974358974,422,"2023"
"60 Minutes","7",8.3,35,"1975"
"60 Minutes","\N",6.5,25,"1989"
"60 seconds of fear","1",6.65,190,"2017"
"600 Bottles of Wine","1",6.54,34,"2017"
"609 Bedtime Story","1",9.99090909090909,280,"2022"
"61st Street","1",7.9375,501,"2022"
"61st Street","2",8.25,147,"2023"
"63 Up","1",8.23333333333333,70,"2019"
"66-5","1",7.22857142857143,70,"2023"
"666 Park Avenue","1",7.15384615384615,3831,"2012"
"68 Whiskey","1",7.53,959,"2020"
"6Teen","1",7.87407407407407,1055,"2004"
"6Teen","2",8.24814814814815,721,"2005"
"6Teen","3",8.01538461538462,569,"2007"
"6Teen","4",8.28461538461539,308,"2009"
"6ixtynin9: The Series","1",6.98333333333333,209,"2023"
"7 Days Out","1",7.4,453,"2018"
"7 Deadly Sins","1",7.01428571428571,211,"2014"
"7 Hari Sebelum 17 Tahun","1",9.5,31,"2021"
"7 Ilui Wangbi","1",8.1,166,"2017"
"7 Little Johnstons","1",6.75,13,"2015"
"7 Little Johnstons","11",7.8,12,"2022"
"7 Little Johnstons","14",8.4,10,"2024"
"7 Little Johnstons","8",5.4,5,"2021"
"7 Little Johnstons","9",7.4,5,"2021"
"7 Lives Xposed","1",7.925,105,"2001"
"7 Numara","1",9.175,268,"2000"
"7 Project","1",7.28,45,"2021"
"7 Toughest Days","1",6.93333333333333,21,"2023"
"7 of 1","1",7.04285714285714,363,"1973"
"7 vidas","1",7.09615384615385,365,"1999"
"7 vidas","10",8.5,8,"2003"
"7 vidas","12",7.9,23,"2004"
"7 vidas","13",7.3,23,"2004"
"7 vidas","14",8.4,7,"2005"
"7 vidas","15",7.74285714285714,57,"2006"
"7 vidas","2",7.30263157894737,446,"1999"
"7 vidas","3",7.36666666666667,125,"2000"
"7 vidas","4",7.47142857142857,73,"2001"
"7 vidas","5",7.63333333333333,27,"2002"
"7 vidas","6",7.9,21,"2000"
"7 vs. Wild","1",8.21875,428,"2021"
"7 vs. Wild","2",7.94375,588,"2022"
"7 vs. Wild","3",8.1,515,"2023"
"7.30","\N",1,78,"2015"
"704 Hauser","1",6.98,60,"1994"
"72 Cutest Animals","1",6.5,376,"2016"
"72 Dangerous Animals - Asia","1",6.61666666666667,664,"2018"
"72 Dangerous Animals: Australia","1",7.25,257,"2014"
"72 Dangerous Animals: Latin America","1",6.85833333333333,661,"2017"
"72 Dangerous Places to Live","1",6.5,238,"2016"
"72 Hours: True Crime","1",6.75,79,"2003"
"72 Hours: True Crime","2",7.6,40,"2005"
"72 Hours: True Crime","3",7.69166666666667,81,"2006"
"72 Seconds in Rittenhouse Square","1",7.8,6,"2023"
"73 Questions","1",8.9,11,"2014"
"73 Questions","2",8.1,26,"2015"
"73 Questions","3",7.9,12,"2016"
"73 Questions","\N",8.8,30,"2016"
"76 hao kong bu shu dian","1",7.1,10,"2020"
"77 Sunset Strip","1",7.81176470588235,2044,"1958"
"77 Sunset Strip","2",7.63888888888889,1835,"1959"
"77 Sunset Strip","3",7.66666666666667,1621,"1960"
"77 Sunset Strip","4",7.76585365853659,1626,"1961"
"77 Sunset Strip","5",7.625,1374,"1962"
"77 Sunset Strip","6",7.13,823,"1963"
"7Seeds","1",7.26666666666667,711,"2019"
"7Seeds","2",6.975,430,"2020"
"7YUZ","1",6.85714285714286,2030,"2017"
"7de Laan","1",8.6,14,"2000"
"7inui Talchul","1",8.04117647058824,306,"2023"
"7inui Talchul","2",7.6,10,"2024"
"7th Heaven","1",7.15454545454546,2891,"1996"
"7th Heaven","10",6.42727272727273,1618,"2005"
"7th Heaven","11",6.7,1643,"2006"
"7th Heaven","2",6.85909090909091,2157,"1997"
"7th Heaven","3",6.61363636363636,2074,"1998"
"7th Heaven","4",6.70909090909091,1804,"1999"
"7th Heaven","5",6.61818181818182,1692,"2000"
"7th Heaven","6",6.86818181818182,1709,"2001"
"7th Heaven","7",6.49090909090909,1504,"2002"
"7th Heaven","8",6.39565217391304,1550,"2003"
"7th Heaven","9",6.35,1563,"2004"
"8 Dîwar","1",7.68,70,"2023"
"8 Love Stories","1",6.6,6,"1999"
"8 Man After","1",5.925,43,"1993"
"8 Out of 10 Cats","1",6.45454545454545,312,"2005"
"8 Out of 10 Cats","10",6.95,130,"2010"
"8 Out of 10 Cats","11",6.96,180,"2011"
"8 Out of 10 Cats","12",6.99166666666667,250,"2011"
"8 Out of 10 Cats","13",6.73333333333333,176,"2012"
"8 Out of 10 Cats","14",6.50833333333333,246,"2012"
"8 Out of 10 Cats","15",6.63,175,"2013"
"8 Out of 10 Cats","16",6.75,180,"2013"
"8 Out of 10 Cats","17",6.64444444444444,153,"2014"
"8 Out of 10 Cats","18",7.05454545454545,148,"2014"
"8 Out of 10 Cats","19",7.62,104,"2016"
"8 Out of 10 Cats","2",6.52857142857143,168,"2006"
"8 Out of 10 Cats","20",7.07,142,"2017"
"8 Out of 10 Cats","21",7.26,197,"2019"
"8 Out of 10 Cats","22",7.04545454545455,200,"2020"
"8 Out of 10 Cats","3",6.14444444444444,183,"2006"
"8 Out of 10 Cats","4",6.75,174,"2006"
"8 Out of 10 Cats","5",6.64285714285714,138,"2007"
"8 Out of 10 Cats","6",6.8,108,"2008"
"8 Out of 10 Cats","7",6.60714285714286,225,"2008"
"8 Out of 10 Cats","8",6.65714285714286,102,"2009"
"8 Out of 10 Cats","9",6.6,121,"2010"
"8 Out of 10 Cats Does Countdown","1",7.8,153,"2013"
"8 Out of 10 Cats Does Countdown","10",7.26,193,"2016"
"8 Out of 10 Cats Does Countdown","11",7.62222222222222,315,"2016"
"8 Out of 10 Cats Does Countdown","12",7.4625,310,"2017"
"8 Out of 10 Cats Does Countdown","13",7.26666666666667,121,"2017"
"8 Out of 10 Cats Does Countdown","14",7.44285714285714,239,"2017"
"8 Out of 10 Cats Does Countdown","15",7.3,162,"2018"
"8 Out of 10 Cats Does Countdown","16",7.53333333333333,492,"2018"
"8 Out of 10 Cats Does Countdown","17",7.51666666666667,280,"2019"
"8 Out of 10 Cats Does Countdown","18",7.475,359,"2019"
"8 Out of 10 Cats Does Countdown","19",7.33333333333333,272,"2020"
"8 Out of 10 Cats Does Countdown","2",7.65,368,"2013"
"8 Out of 10 Cats Does Countdown","20",7.2,208,"2020"
"8 Out of 10 Cats Does Countdown","21",7.44285714285714,267,"2021"
"8 Out of 10 Cats Does Countdown","22",7.28333333333333,216,"2022"
"8 Out of 10 Cats Does Countdown","23",7.47142857142857,223,"2022"
"8 Out of 10 Cats Does Countdown","24",7.08,99,"2023"
"8 Out of 10 Cats Does Countdown","25",7.68,119,"2024"
"8 Out of 10 Cats Does Countdown","26",7,76,"2024"
"8 Out of 10 Cats Does Countdown","3",7.45,307,"2014"
"8 Out of 10 Cats Does Countdown","4",7.6,309,"2014"
"8 Out of 10 Cats Does Countdown","5",7.775,158,"2014"
"8 Out of 10 Cats Does Countdown","6",7.55,217,"2015"
"8 Out of 10 Cats Does Countdown","7",7.54444444444445,685,"2015"
"8 Out of 10 Cats Does Countdown","8",7.5,138,"2016"
"8 Out of 10 Cats Does Countdown","9",7.36,190,"2016"
"8 Out of 10 Cats Does Countdown","\N",7.25,74,"2012"
"8 Simple Rules... for Dating My Teenage Daughter","1",7.12142857142857,4415,"2002"
"8 Simple Rules... for Dating My Teenage Daughter","2",7.325,3196,"2003"
"8 Simple Rules... for Dating My Teenage Daughter","3",7.37916666666667,2685,"2004"
"8 Tage","1",6.825,950,"2019"
"8 Zeugen","1",6.35,157,"2021"
"8-BitRyan","\N",10,9,"2024"
"8. Gün","1",8.975,134,"2018"
"80's Dan","1",10,9,"2011"
"800 Words","1",7.8125,675,"2015"
"800 Words","2",8.23125,1074,"2016"
"800 Words","3",8.26875,874,"2017"
"800 metros","1",7.76666666666667,135,"2022"
"80s","1",6.2,55,"2005"
"80s Greatest","1",6.2,10,"2014"
"86","1",8.58333333333333,19329,"2021"
"87th Precinct","1",8.07666666666667,485,"1961"
"8x45 - Austria Mystery","1",5.1125,117,"2006"
"9 Hours","1",6.77777777777778,195,"2022"
"9 Months That Made You","1",7.13333333333333,24,"2016"
"9 Oguz","1",5.5,19,"2023"
"9 Pictures 1 Story","1",7.3,28,"2023"
"9 Pictures 1 Story","2",8.3,29,"2024"
"9 Years to Neptune","1",7.8,9,"2021"
"9 to 5","2",5.2,21,"1982"
"9-1-1","1",8.01,15228,"2018"
"9-1-1","2",8.3,21396,"2018"
"9-1-1","3",8.18333333333333,18316,"2019"
"9-1-1","4",8.00714285714286,12603,"2021"
"9-1-1","5",7.73888888888889,15386,"2021"
"9-1-1","6",7.66666666666667,16545,"2022"
"9-1-1","7",7.73,8711,"2024"
"9-1-1: Lone Star","1",7.73,7550,"2020"
"9-1-1: Lone Star","2",8.02142857142857,8824,"2021"
"9-1-1: Lone Star","3",7.82222222222222,9230,"2022"
"9-1-1: Lone Star","4",7.91111111111111,8178,"2023"
"9/11 Suspects","1",8.3,32,"2016"
"9/11: One Day in America","1",9.2,1901,"2021"
"90 Day Bares All","1",6.46923076923077,92,"2021"
"90 Day Bares All","2",6.45,53,"2021"
"90 Day Diaries","1",6.6,31,"2021"
"90 Day Diaries","2",6.7,24,"2021"
"90 Day Diaries","3",6.675,47,"2022"
"90 Day Diaries","4",7.25,11,"2022"
"90 Day Diaries","\N",6.8,5,"2022"
"90 Day Fiancé","1",6.35,254,"2014"
"90 Day Fiancé","10",7.275,333,"2023"
"90 Day Fiancé","2",6.55,352,"2014"
"90 Day Fiancé","3",6.10833333333333,358,"2015"
"90 Day Fiancé","4",6.6,361,"2016"
"90 Day Fiancé","5",6.10769230769231,357,"2017"
"90 Day Fiancé","6",6.47692307692308,337,"2018"
"90 Day Fiancé","7",6.48666666666667,337,"2019"
"90 Day Fiancé","8",6.52105263157895,416,"2020"
"90 Day Fiancé","9",6.24736842105263,410,"2022"
"90 Day Fiancé UK","1",7.25833333333333,253,"2022"
"90 Day Fiancé UK","2",7.54615384615385,250,"2023"
"90 Day Fiancé UK","3",6.98333333333333,85,"2024"
"90 Day Fiancé: Before the 90 Days","1",5.83571428571429,351,"2017"
"90 Day Fiancé: Before the 90 Days","2",6.00909090909091,204,"2018"
"90 Day Fiancé: Before the 90 Days","3",6.94666666666667,303,"2019"
"90 Day Fiancé: Before the 90 Days","4",7.03333333333333,542,"2020"
"90 Day Fiancé: Before the 90 Days","5",6.56111111111111,360,"2021"
"90 Day Fiancé: Before the 90 Days","6",6.91666666666667,247,"2023"
"90 Day Fiancé: Before the 90 Days","7",6.8,7,"2024"
"90 Day Fiancé: Before the 90 Days","\N",6,8,"2018"
"90 Day Fiancé: Happily Ever After?","1",6.01666666666667,308,"2016"
"90 Day Fiancé: Happily Ever After?","2",6.61666666666667,262,"2017"
"90 Day Fiancé: Happily Ever After?","3",6.21666666666667,207,"2018"
"90 Day Fiancé: Happily Ever After?","4",6.36666666666667,300,"2019"
"90 Day Fiancé: Happily Ever After?","5",6.61111111111111,380,"2020"
"90 Day Fiancé: Happily Ever After?","6",6.88235294117647,285,"2021"
"90 Day Fiancé: Happily Ever After?","7",7.62380952380952,312,"2022"
"90 Day Fiancé: Happily Ever After?","8",7.35,329,"2024"
"90 Day Fiancé: Love in Paradise","1",6.3625,76,"2021"
"90 Day Fiancé: Love in Paradise","2",7.33333333333333,81,"2022"
"90 Day Fiancé: Love in Paradise","3",7.15454545454546,88,"2023"
"90 Day Fiancé: Love in Paradise","4",5.2,24,"2024"
"90 Day Fiancé: Pillow Talk","16",8.7,6,"2022"
"90 Day Fiancé: Pillow Talk","2",6.8,6,"2019"
"90 Day Fiancé: Pillow Talk","23",7.8,5,"2023"
"90 Day Fiancé: Pillow Talk","5",7.6,5,"2020"
"90 Day Fiancé: Pillow Talk","6",7.375,44,"2020"
"90 Day Fiancé: Pillow Talk","9",6.15,12,"2021"
"90 Day Fiancé: Self-Quarantined","1",5.95,48,"2020"
"90 Day Fiancé: The Other Way","1",7.02727272727273,779,"2019"
"90 Day Fiancé: The Other Way","2",6.62727272727273,621,"2020"
"90 Day Fiancé: The Other Way","3",6.35333333333333,341,"2021"
"90 Day Fiancé: The Other Way","4",7.42352941176471,365,"2023"
"90 Day Fiancé: The Other Way","5",7.42916666666667,460,"2023"
"90 Day Fiancé: The Other Way","6",7.27142857142857,50,"2024"
"90 Day Fiancé: What Now?","2",5.6,27,"2018"
