"nome_da_serie","temporada","media_nota_temporada","total_votos_temporada","ano_temporada"
"The Architecture the Railways Built","3",8.4,5,"2021"
"The Architecture the Railways Built","4",7.4,27,"2023"
"The Ark","1",6.93333333333333,4506,"2023"
"The Ark","2",7.825,790,"2024"
"The Armando Iannucci Shows","1",7.6125,229,"2001"
"The Armstrong and Miller Show","1",6.85714285714286,122,"2007"
"The Armstrong and Miller Show","2",7.23333333333333,70,"2009"
"The Armstrong and Miller Show","3",7.13333333333333,54,"2010"
"The Army Game","1",6.2,5,"1957"
"The Army Game","4",7.2,15,"1959"
"The Arrangement","1",7.68,902,"2017"
"The Arrangement","2",8.08,394,"2018"
"The Arsenio Hall Show","2",8.8,18,"1989"
"The Arsenio Hall Show","3",6.1,9,"1990"
"The Arsenio Hall Show","\N",8.58,69,"1990"
"The Art Detectives","1",8.86666666666667,19,"2017"
"The Art Mysteries","1",7.625,57,"2020"
"The Art Show","1",7,6,"2002"
"The Art Show","2",7.8,12,"2003"
"The Art Show","\N",7.4,22,"2004"
"The Art of Architecture","2",9.7,132,"2019"
"The Art of Building Bodies","2",9.2,12,"2008"
"The Art of Gothic: Britain's Midnight Hour","1",7.8,15,"2014"
"The Art of Japanese Life","1",7.43333333333333,83,"2017"
"The Art of More","1",7.25,389,"2015"
"The Art of More","2",8.07,246,"2016"
"The Art of Museums","1",5.6,42,"2018"
"The Art of Punk","1",9,15,"2013"
"The Art of Punk","\N",9.1,15,"2013"
"The Art of Russia","1",7.56666666666667,23,"2009"
"The Art of Scandinavia","1",7.7,54,"2016"
"The Artful Dodger","1",8.0125,3274,"2023"
"The Arthur Murray Party","4",6.2,7,"1953"
"The Artiodactyls on Ice","1",1.46666666666667,30,"2015"
"The Artiodactyls on Ice","2",3.4,8,"2016"
"The Ascent of Man","1",8.26153846153846,712,"1973"
"The Ascent of Money","1",7.51,74,"2008"
"The Ascent of Woman","1",7.025,81,"2015"
"The Ashlee Simpson Show","1",5.35,11,"2004"
"The Ashley Madison Affair","1",6.73333333333333,124,"2023"
"The Asian Critic Chick","1",7.5,13,"2013"
"The Asphalt Jungle","1",8.6,8,"1961"
"The Assets","1",7.875,631,"2014"
"The Assistant","1",8.2,7,"2004"
"The Associates","1",7.61666666666667,67,"1979"
"The Astronaut Wives Club","1",7.85,1064,"2015"
"The Astronauts","1",8.6,540,"2020"
"The At-Home Variety Show featuring Seth MacFarlane","1",6.7,48,"2020"
"The Atheism Tapes","1",7.28333333333333,153,"2004"
"The Athena","1",8.2,7,"2019"
"The Atlanta Child Murders","1",7.12,64,"1985"
"The Atom Ant Show","1",6.44,539,"1965"
"The Atom Ant Show","2",6.38333333333333,145,"1966"
"The Atomic Kas","1",9.2,8,"2015"
"The Attaché","1",7.55,17,"2019"
"The Attack","2",7.4,11,"2017"
"The Auditors","1",9.85,13,"2024"
"The Aunty Jack Show","1",7.6,6,"1972"
"The Australian Wars","1",7.2,17,"2022"
"The Avatars","1",7.5,22,"2013"
"The Avengers","1",7.22692307692308,1152,"1961"
"The Avengers","2",6.83076923076923,3897,"1962"
"The Avengers","3",7.18461538461538,3340,"1963"
"The Avengers","4",7.82692307692308,10079,"1965"
"The Avengers","5",7.70625,5924,"1967"
"The Avengers","6",7.925,2710,"1967"
"The Avengers","7",7.17575757575758,6942,"1968"
"The Avengers: Earth's Mightiest Heroes","1",8.08076923076923,12131,"2010"
"The Avengers: Earth's Mightiest Heroes","2",8.20769230769231,9826,"2012"
"The Awakening Land","1",8.7,27,"1978"
"The Awesomes","1",7.37,446,"2013"
"The Awesomes","2",7.15,327,"2014"
"The Awesomes","3",7.38,252,"2015"
"The Awful Truth","1",5.425,565,"1999"
"The Awful Truth","2",4.84166666666667,510,"2000"
"The BBC Television Shakespeare","1",7.28333333333333,1799,"1978"
"The BBC Television Shakespeare","2",8,669,"1980"
"The BBC at War","1",7.7,11,"2015"
"The BMF Documentary: Blowing Money Fast","1",6.675,167,"2022"
"The Baby","1",6.97,1774,"2011"
"The Baby Killer Conspiracy","1",8.2,7,"2021"
"The Baby-Sitters Club","1",7.50434782608696,2374,"1990"
"The Baby-Sitters Club","2",7.9875,801,"2021"
"The Bachelor","1",3.34444444444444,175,"2002"
"The Bachelor","10",4.18888888888889,128,"2007"
"The Bachelor","11",4.35,154,"2007"
"The Bachelor","12",4.46,144,"2008"
"The Bachelor","13",4.78181818181818,217,"2009"
"The Bachelor","14",4.61818181818182,220,"2010"
"The Bachelor","15",4.725,197,"2011"
"The Bachelor","16",4.56666666666667,240,"2012"
"The Bachelor","17",6.44615384615385,342,"2013"
"The Bachelor","18",4.57692307692308,271,"2014"
"The Bachelor","19",6.4,337,"2015"
"The Bachelor","2",3.53,166,"2002"
"The Bachelor","20",6.15,297,"2016"
"The Bachelor","21",6.43571428571429,388,"2017"
"The Bachelor","22",6.9,425,"2017"
"The Bachelor","23",6.94166666666667,553,"2019"
"The Bachelor","24",5.78333333333333,478,"2020"
"The Bachelor","25",5.83333333333333,625,"2021"
"The Bachelor","26",6.16666666666667,399,"2022"
"The Bachelor","27",7.44545454545455,271,"2023"
"The Bachelor","28",8.65454545454545,264,"2024"
"The Bachelor","3",3.75,35,"2003"
"The Bachelor","4",3.55,153,"2003"
"The Bachelor","5",3.46666666666667,139,"2004"
"The Bachelor","6",3.45,157,"2004"
"The Bachelor","7",3.88888888888889,137,"2005"
"The Bachelor","8",3.8875,120,"2006"
"The Bachelor","9",3.975,132,"2006"
"The Bachelor","\N",5.1,31,"2008"
"The Bachelor Australia","5",5.48,109,"2017"
"The Bachelor Australia","6",5.7,7,"2018"
"The Bachelor Presents: Listen to Your Heart","1",7.95,110,"2020"
"The Bachelor Winter Games","1",8.38,38,"2018"
"The Bachelor: The Greatest Seasons - Ever!","1",8.81,129,"2020"
"The Bachelorette","1",5.88,202,"2003"
"The Bachelorette","10",5.35384615384615,215,"2014"
"The Bachelorette","11",5.62307692307692,302,"2015"
"The Bachelorette","12",6.14166666666667,278,"2016"
"The Bachelorette","13",5.5,293,"2017"
"The Bachelorette","14",6.99090909090909,303,"2018"
"The Bachelorette","15",6.52142857142857,596,"2019"
"The Bachelorette","16",7.05384615384615,571,"2020"
"The Bachelorette","17",7.25,350,"2021"
"The Bachelorette","18",7.11818181818182,284,"2021"
"The Bachelorette","19",6.94166666666667,322,"2022"
"The Bachelorette","2",4.2,127,"2004"
"The Bachelorette","20",8.03333333333333,175,"2023"
"The Bachelorette","21",7.65,217,"2024"
"The Bachelorette","3",4.31111111111111,128,"2005"
"The Bachelorette","4",4.4,146,"2008"
"The Bachelorette","5",4.5,169,"2009"
"The Bachelorette","6",5.74166666666667,222,"2010"
"The Bachelorette","7",5.19166666666667,195,"2011"
"The Bachelorette","8",5.91666666666667,233,"2012"
"The Bachelorette","9",5.96666666666667,223,"2013"
"The Back Pages","1",5.87142857142857,268,"2017"
"The Back Room","1",8.2,102,"2011"
"The Back Side of Television","1",7.86666666666667,22,"2021"
"The Back of the Unwanted Bride","1",9.5,11,"2024"
"The Backrooms","1",8.15333333333333,1893,"2022"
"The Backrooms","\N",7.9,136,"2022"
"The Backyardigans","1",8.23,985,"2004"
"The Backyardigans","2",8.76,1232,"2006"
"The Backyardigans","3",8.74,952,"2008"
"The Backyardigans","4",8.585,604,"2009"
"The Backyardigans","\N",7.8,21,"2004"
"The Bad Girls Little Boy","1",5.57777777777778,106,"2021"
"The Bad Girls Little Boy","2",6.77,104,"2021"
"The Bad Girls Little Boy","3",7.42,105,"2021"
"The Bad Girls Little Boy","4",7.26666666666667,31,"2022"
"The Bad Guy","1",7.9,327,"2022"
"The Bad News Bears","1",6.65,261,"1979"
"The Bad News Bears","2",6.60714285714286,269,"1979"
"The Bad Seed","1",6.7,72,"2019"
"The Badass Babes of Entertainment","1",4.2,8,"2021"
"The Baileys of Balboa","1",6.15,11,"1964"
"The Baker and the Beauty","1",7.40625,1618,"2020"
"The Baldy Man","1",8,12,"1995"
"The Balkans in Flames","1",7,6,"2021"
"The Ballad of Big Al","1",8.55,78,"2000"
"The Balmoral Hotel: An Extraordinary Year","1",6.85,21,"2021"
"The Bambers: Murder at the Farm","1",7.05,74,"2021"
"The Banana Splits Adventure Hour","1",5.83888888888889,458,"1968"
"The Banana Splits Adventure Hour","2",6.9,19,"1969"
"The Banana Splits Adventure Hour","\N",7.16666666666667,80,"1968"
"The Barbara Stanwyck Show","1",6.93793103448276,1082,"1960"
"The Barbara Walters Special","1",8.5,22,"1976"
"The Barbara Walters Special","29",1.9,33,"2004"
"The Barbara Walters Special","30",4.4,13,"2005"
"The Barbara Walters Special","31",6.5,33,"2006"
"The Barbara Walters Special","5",6.2,12,"1980"
"The Barbara Walters Special","6",6.6,13,"1982"
"The Barbara Walters Special","\N",6.525,123,"1979"
"The Barbarian and the Troll","1",8.36923076923077,220,"2021"
"The Barchester Chronicles","1",7.57142857142857,305,"1982"
"The Barnstormers","1",5.3,6,"1964"
"The Baron","1",7.60666666666667,876,"1966"
"The Basil Brush Show","1",7.75,98,"2002"
"The Basil Brush Show","2",7.65714285714286,47,"2003"
"The Basil Brush Show","3",7.15833333333333,74,"2004"
"The Basil Brush Show","4",7.85555555555556,58,"2005"
"The Basil Brush Show","5",8.01428571428571,43,"2006"
"The Basil Brush Show","6",8,12,"2007"
"The Bastard Executioner","1",7.31,3181,"2015"
"The Bastard Son & the Devil Himself","1",7.6125,2920,"2022"
"The Bat Man of Shanghai","1",7.26666666666667,99,"2012"
"The Batman","1",7.28461538461538,4159,"2004"
"The Batman","2",7.5,3054,"2005"
"The Batman","3",7.29230769230769,2720,"2005"
"The Batman","4",8.1,2976,"2006"
"The Batman","5",7.53076923076923,2563,"2007"
"The Battle of Britain: 3 Days That Saved the Nation","1",6.4,5,"2020"
"The Battle of Hogwarts","1",9.3,7,"2011"
"The Baxters","1",9.5,679,"2024"
"The Baxters","2",9.71666666666667,632,"2024"
"The Baxters","3",9.825,607,"2024"
"The Bay","1",7.22857142857143,2459,"2010"
"The Bay","2",7.5,1975,"2021"
"The Bay","3",6.48333333333333,1944,"2022"
"The Bay","4",7.01666666666667,1168,"2023"
"The Bay","5",7.28333333333333,61,"2024"
"The Bay","\N",7.6,375,"2012"
"The Beach Boys: An American Family","1",7.35,28,"2000"
"The Beachcombers","14",6.825,43,"1985"
"The Beachcombers","15",5.68,49,"1986"
"The Beachcombers","16",6.99090909090909,117,"1987"
"The Beachcombers","17",7.1,49,"1988"
"The Beachcombers","18",5.85,21,"1989"
"The Beachcombers","19",6.85,20,"1990"
"The Beaker Girls","1",7.38,39,"2021"
"The Beaker Girls","2",7.71818181818182,62,"2023"
"The Bear","1",8.2,68285,"2022"
"The Bear","2",8.65,99008,"2023"
"The Bear","3",8.08,49953,"2024"
"The Bearfather","1",8.51666666666667,80,"2022"
"The Beast","1",7.8125,1086,"1996"
"The Beast Must Die","1",7.04,596,"2020"
"The Beat","1",5.92,49,"2000"
"The Beat with Ari Melber","\N",5.9,82,"2018"
"The Beatles","1",6.6,292,"1965"
"The Beatles","2",6.92857142857143,67,"1966"
"The Beatles","3",6.93333333333333,65,"1967"
"The Beatles Anthology","1",8.93333333333333,1940,"1995"
"The Beatles: Get Back","1",9.06666666666667,5660,"2021"
"The Beautiful Lie","1",7.31666666666667,185,"2015"
"The Beautiful Life: TBL","1",7.58,120,"2009"
"The Beautiful World of Jeffree Star","1",8.95714285714286,56,"2019"
"The Beauty Inside","1",8.33333333333333,477,"2012"
"The Beauty Queen Killer: 9 Days of Terror","1",6.86666666666667,38,"2024"
"The Beauty Queen of Jerusalem","1",7.695,494,"2021"
"The Beauty Queen of Jerusalem","2",8.21875,236,"2023"
"The Beauty Queen of Jerusalem","\N",7.8,10,"2021"
"The Beauty of Books","1",7,5,"2011"
"The Beauty of Maps","1",7.8,28,"2010"
"The Beaverton","2",8.6,6,"2018"
"The Bedford Diaries","1",6.55,40,"2006"
"The Beginner's Guide to","1",8.5,25,"2006"
"The Beginner's Guide to","2",8,5,"2007"
"The Beginning and End of the Universe","1",7.95,135,"2016"
"The Beiderbecke Affair","1",7.93333333333333,142,"1985"
"The Beiderbecke Connection","1",7.925,84,"1988"
"The Beiderbecke Tapes","1",8.05,45,"1987"
"The Being Frank Show","1",1.00645161290323,1307,"2010"
"The Being Frank Show","2",1,817,"2011"
"The Being Frank Show","3",1,740,"2012"
"The Being Frank Show","4",1,364,"2013"
"The Bell Telephone Hour","2",7,50,"1960"
"The Ben Show with Ben Hoffman","1",7.34285714285714,61,"2013"
"The Ben Stiller Show","1",6.67692307692308,816,"1992"
"The Ben and Ari Show","2",8.85,24,"2012"
"The Bench","1",6.65,24,"2001"
"The Bench","2",7.6,14,"2002"
"The Bench Project","1",7.25,13,"2014"
"The Benefits of Gusbandry","1",8.45,14,"2015"
"The Benny Hill Show","1",7.15,363,"1955"
"The Benny Hill Show","10",7.43333333333333,155,"1978"
"The Benny Hill Show","11",7.53333333333333,155,"1980"
"The Benny Hill Show","12",7.4,142,"1981"
"The Benny Hill Show","13",7.4,96,"1982"
"The Benny Hill Show","14",7.3,97,"1983"
"The Benny Hill Show","15",7.7,119,"1984"
"The Benny Hill Show","16",7.4,148,"1985"
"The Benny Hill Show","17",7.1,128,"1986"
"The Benny Hill Show","18",7,86,"1988"
"The Benny Hill Show","19",7.5,145,"1989"
"The Benny Hill Show","2",6.93333333333333,308,"1957"
"The Benny Hill Show","3",6.85,239,"1958"
"The Benny Hill Show","4",6.98,224,"1961"
"The Benny Hill Show","5",6.88,224,"1961"
"The Benny Hill Show","6",6.9,153,"1975"
"The Benny Hill Show","7",7.11666666666667,224,"1965"
"The Benny Hill Show","8",7.54285714285714,197,"1968"
"The Benny Hill Show","9",7.1,46,"1978"
"The Benny Hill Show","\N",6.8,35,"1985"
"The Benson Interruption","1",6.45,100,"2010"
"The Benza","1",7.2,12,"2019"
"The Berenstain Bears","1",7.21666666666667,57,"1985"
"The Berenstain Bears","2",6.2,18,"1986"
"The Berenstain Bears","3",7.49166666666667,126,"2002"
"The Berenstain Bears","4",7.575,30,"2003"
"The Berenstain Bears","5",7.34,37,"2002"
"The Bermuda Triangle: Into Cursed Waters","1",6.91666666666667,89,"2022"
"The Bermuda Triangle: Into Cursed Waters","2",6.65833333333333,115,"2023"
"The Bernie Mac Show","1",7.37272727272727,1315,"2001"
"The Bernie Mac Show","2",7.20909090909091,961,"2002"
"The Bernie Mac Show","3",6.94545454545455,904,"2003"
"The Bernie Mac Show","4",7.00625,606,"2004"
"The Bernie Mac Show","5",7.14545454545454,832,"2005"
"The Berry Farm Chicken Cabin","1",10,30,"2023"
"The Best Damn Sports Show Period","\N",9.1,30,"2004"
"The Best Laid Plans","1",9.2,20,"2014"
"The Best Man: The Final Chapters","1",8.2625,743,"2022"
"The Best Sex Ever","1",6.90769230769231,210,"2002"
"The Best Sex Ever","2",6.6,195,"2003"
"The Best Thing I Ever Ate","6",7.2,5,"2011"
"The Best Years","1",7.46153846153846,195,"2007"
"The Best of Broadway","1",7.75,28,"1954"
"The Best of Mr GVSMRB","1",8.65,46,"2019"
"The Best of the Post","1",6,9,"1960"
"The Betty Hutton Show","1",7.85,13,"1959"
"The Betty White Show","1",5.50714285714286,231,"1977"
"The Beverly Hillbillies","1",7.96944444444444,6038,"1962"
"The Beverly Hillbillies","2",8.13055555555555,4093,"1963"
"The Beverly Hillbillies","3",8.11764705882353,3150,"1964"
"The Beverly Hillbillies","4",8.0625,2739,"1965"
"The Beverly Hillbillies","5",7.77,2526,"1966"
"The Beverly Hillbillies","6",7.61,2322,"1967"
"The Beverly Hillbillies","7",7.18076923076923,1869,"1968"
"The Beverly Hillbillies","8",6.44230769230769,1882,"1969"
"The Beverly Hillbillies","9",6.0625,1750,"1970"
"The Bi Life","1",8,7,"2018"
"The Bible","1",7.51,3819,"2013"
"The Bible: A History","1",6.28,43,"2010"
"The Big Bake","1",6.825,23,"2019"
"The Big Bang Theory","1",8.08823529411765,88773,"2007"
"The Big Bang Theory","10",7.39166666666667,67772,"2016"
"The Big Bang Theory","11",7.32916666666667,63168,"2017"
"The Big Bang Theory","12",7.46666666666667,72899,"2018"
"The Big Bang Theory","2",8.18260869565217,106089,"2008"
"The Big Bang Theory","3",8.2,99189,"2009"
"The Big Bang Theory","4",8.02916666666667,96331,"2010"
"The Big Bang Theory","5",7.93333333333333,93480,"2011"
"The Big Bang Theory","6",7.94583333333333,91694,"2012"
"The Big Bang Theory","7",7.85,87470,"2013"
"The Big Bang Theory","8",7.4625,80139,"2014"
"The Big Bang Theory","9",7.57083333333333,77447,"2015"
"The Big Bang Theory","\N",6.5,2329,"2006"
"The Big Blue Marble","1",7.9,27,"1979"
"The Big Brain Theory","1",7.9,20,"2013"
"The Big Breakfast","\N",5.24,1644,"2001"
"The Big Brunch","1",7.5125,157,"2022"
"The Big C","1",7.87692307692308,3003,"2010"
"The Big C","2",7.89230769230769,2158,"2011"
"The Big C","3",7.43,1428,"2012"
"The Big C","4",8.675,832,"2013"
"The Big Cigar","1",8.26666666666667,441,"2024"
"The Big Comfy Couch","1",9.2,17,"1992"
"The Big Conn","1",7.1,187,"2022"
"The Big D","1",7,13,"2023"
"The Big Day","1",6.2,52,"2021"
"The Big Day","2",6.93333333333333,24,"2021"
"The Big Door Prize","1",6.9,2716,"2023"
"The Big Door Prize","2",7.28,1199,"2024"
"The Big Easy","1",7.84285714285714,148,"1996"
"The Big Easy","2",5.2,5,"1997"
"The Big Family Cooking Showdown","1",7.36666666666667,199,"2017"
"The Big Family Cooking Showdown","2",6.98571428571429,168,"2018"
"The Big Fat Quiz of Everything","1",7.7,136,"2016"
"The Big Fib","1",5.8,12,"2020"
"The Big Flower Fight","1",7.3125,307,"2020"
"The Big Gay Sketch Show","1",7.04,48,"2006"
"The Big Gay Sketch Show","2",7.46666666666667,25,"2008"
"The Big House","1",7.76666666666667,24,"2004"
"The Big Interview with Dan Rather","1",7.72,50,"2013"
"The Big Interview with Dan Rather","2",7.81764705882353,220,"2014"
"The Big Interview with Dan Rather","3",7.816,289,"2015"
"The Big Interview with Dan Rather","4",7.96470588235294,196,"2016"
"The Big Interview with Dan Rather","5",8.18333333333333,208,"2017"
"The Big Interview with Dan Rather","6",7.895,200,"2018"
"The Big Interview with Dan Rather","7",8.27619047619048,225,"2019"
"The Big Interview with Dan Rather","8",8.25,42,"2020"
"The Big Interview with Dan Rather","9",6.8,6,"2021"
"The Big Leap","1",8.48181818181818,1112,"2021"
"The Big Lez Show","1",8.59090909090909,960,"2012"
"The Big Lez Show","2",8.96,758,"2013"
"The Big Lez Show","3",9.1,857,"2014"
"The Big Lez Show","4",9.3,469,"2017"
"The Big Nailed It Baking Challenge","1",7.51,207,"2023"
"The Big Narstie Show","1",5.45,20,"2018"
"The Big Narstie Show","3",5.8,7,"2020"
"The Big Nothing","1",7.2,6,"2018"
"The Big O","1",7.45384615384615,430,"1999"
"The Big O","2",7.94615384615385,316,"2003"
"The Big Party","1",8.5,9,"1959"
"The Big Picture","1",10,16,"2011"
"The Big Picture","3",6.7,69,"2012"
"The Big Picture","4",7.15,28,"2012"
"The Big Picture with Kal Penn","1",7.9,166,"2015"
"The Big Saturday Show","\N",1,125,"2021"
"The Big Shot with Bethenny","1",7.1,53,"2021"
"The Big Show Show","1",6.98,1227,"2020"
"The Big Story","5",7.9,10,"1953"
"The Big Valley","1",7.82666666666667,4127,"1965"
"The Big Valley","2",7.59333333333333,3072,"1966"
"The Big Valley","3",7.77692307692308,2540,"1967"
"The Big Valley","4",7.51538461538462,2579,"1968"
"The Bigger Picture","1",1.2,30,"2005"
"The Bigger Picture","2",5.9,23,"2006"
"The Biggest Loser","1",8.2,10,"2005"
"The Biggest Loser","10",5.92307692307692,124,"2010"
"The Biggest Loser","11",6.01666666666667,152,"2011"
"The Biggest Loser","12",6.17777777777778,61,"2011"
"The Biggest Loser","13",6.15294117647059,155,"2012"
"The Biggest Loser","14",5.95,104,"2013"
"The Biggest Loser","15",6.04666666666667,130,"2013"
"The Biggest Loser","16",6.66666666666667,185,"2014"
"The Biggest Loser","17",6.5125,66,"2016"
"The Biggest Loser","18",7.67,114,"2020"
"The Biggest Loser","2",7.3,19,"2005"
"The Biggest Loser","4",6.76,122,"2007"
"The Biggest Loser","5",6.64666666666667,126,"2008"
"The Biggest Loser","6",6.90666666666667,199,"2008"
"The Biggest Loser","7",6.97894736842105,210,"2009"
"The Biggest Loser","8",7.03846153846154,142,"2009"
"The Biggest Loser","9",6.61052631578947,196,"2010"
"The Biggest Loser","\N",4.5,8,"2006"
"The Biggest Menace","1",8.3,13,"2023"
"The Bill","1",6.9,648,"1984"
"The Bill","10",7.41602564102564,4706,"1994"
"The Bill","11",7.45637583892617,4501,"1995"
"The Bill","12",7.6275641025641,4928,"1996"
"The Bill","13",7.62631578947368,5324,"1997"
"The Bill","14",7.8702479338843,3996,"1998"
"The Bill","15",7.71264367816092,3043,"1999"
"The Bill","16",7.88953488372093,3054,"2000"
"The Bill","17",7.38705882352941,2937,"2001"
"The Bill","18",7.21860465116279,3378,"2002"
"The Bill","19",7.76538461538462,3362,"2003"
"The Bill","2",7.05833333333333,596,"1985"
"The Bill","20",7.46489361702128,1317,"2004"
"The Bill","21",7.40576923076923,1602,"2005"
"The Bill","22",7.19120879120879,1370,"2006"
"The Bill","23",7.36304347826087,1471,"2007"
"The Bill","24",7.37045454545455,1261,"2008"
"The Bill","25",6.79384615384615,985,"2009"
"The Bill","26",7.17741935483871,539,"2010"
"The Bill","3",7.51666666666667,599,"1987"
"The Bill","4",7.10416666666667,2235,"1988"
"The Bill","5",7.55673076923077,3842,"1989"
"The Bill","6",7.62980769230769,3553,"1990"
"The Bill","7",7.79047619047619,3635,"1991"
"The Bill","8",7.84190476190476,3601,"1992"
"The Bill","9",7.78193548387097,5424,"1993"
"The Bill Cosby Show","1",7.07307692307692,660,"1969"
"The Bill Cosby Show","2",6.83461538461538,485,"1970"
"The Bill Dana Show","2",7.2,7,"1964"
"The Bill Engvall Show","1",6.8875,312,"2007"
"The Bill Engvall Show","2",6.575,300,"2008"
"The Bill Engvall Show","3",6.62,257,"2009"
"The Bill Engvall Show","\N",6.3,16,"2007"
"The Billion Dollar Code","1",8.125,1399,"2021"
"The Billionaires Who Made Our World","1",7.325,54,"2023"
"The Bing Crosby Show","1",8.1,12,"1965"
"The Bionic Vet","1",8.93333333333333,28,"2010"
"The Bionic Woman","1",6.83571428571429,2139,"1976"
"The Bionic Woman","2",7.33181818181818,3069,"1976"
"The Bionic Woman","3",6.77272727272727,2429,"1977"
"The Birch","1",7.71428571428571,439,"2019"
"The Birch","2",7.32,162,"2021"
"The Birth of Empire: The East India Company","1",7.75,33,"2014"
"The Birthday Boys","1",7.92,339,"2013"
"The Birthday Boys","2",8.06,164,"2014"
"The Bisexual","1",6.78333333333333,352,"2018"
"The Biskitts","1",5.2,128,"1983"
"The Bite","1",8,289,"2021"
"The Black Adder","1",7.57142857142857,7103,"1982"
"The Black Arrow","1",5.75714285714286,51,"1972"
"The Black Arrow","2",5.85,55,"1973"
"The Black Arrow","3",5.97142857142857,58,"1974"
"The Black Church: This Is Our Story, This Is Our Song","1",7.4,16,"2021"
"The Black Donnellys","1",7.93846153846154,2181,"2007"
"The Black Hamptons","1",6.375,178,"2022"
"The Black Hamptons","2",6.0125,164,"2023"
"The Black Tower","1",7.16666666666667,177,"1985"
"The Black Widower: The Six Wives of Thomas Randolph","1",6.4,38,"2024"
"The Blackheath Poisonings","1",7.5,37,"1992"
"The Blacklist","1",8.05,68267,"2013"
"The Blacklist","10",7.71818181818182,19122,"2023"
"The Blacklist","2",8.02272727272727,49417,"2014"
"The Blacklist","3",8.18695652173913,48079,"2015"
"The Blacklist","4",7.93181818181818,34392,"2016"
"The Blacklist","5",7.97727272727273,32595,"2017"
"The Blacklist","6",8.25,31830,"2019"
"The Blacklist","7",7.58421052631579,26880,"2019"
"The Blacklist","8",7.26363636363636,35534,"2020"
"The Blacklist","9",7.33636363636364,21547,"2021"
"The Blacklist: Redemption","1",7.7125,3274,"2017"
"The Blackwood Prophecies","1",7.9,9,"2017"
"The Blair Years","1",7.7,10,"2007"
"The Bleak Old Shop of Stuff","1",7.5,126,"2011"
"The Bletchley Circle","1",7.9,1677,"2012"
"The Bletchley Circle","2",7.675,1524,"2014"
"The Bletchley Circle: San Francisco","1",7.45,1357,"2018"
"The Blind Witness","1",9.93333333333333,37,"2018"
"The Bling Ring","1",6.33333333333333,275,"2022"
"The Blobheads","1",2.8,7,"2004"
"The Block","1",6.7,10,"2003"
"The Block","10",6.8,10,"2015"
"The Block","11",6.4,5,"2015"
"The Block","12",5.93076923076923,131,"2016"
"The Block","13",6.19,56,"2017"
"The Block","14",6.99444444444444,228,"2018"
"The Block","15",6.95,16,"2019"
"The Block","16",7.3,17,"2020"
"The Block","17",7.4,6,"2021"
"The Block","18",5.6,10,"2022"
"The Block","2",5.5,6,"2004"
"The Block","3",6.5,12,"2010"
"The Block","4",5.46666666666667,17,"2011"
"The Block","5",6.4,36,"2012"
"The Block","6",6.6,6,"2013"
"The Block","8",4.8,6,"2014"
"The Blockbuster Buster","1",4.6,6,"2010"
"The Blockbuster Buster","2",6.95714285714286,59,"2011"
"The Blockbuster Buster","5",6.3,7,"2015"
"The Blonde Bombshell","1",7,7,"1999"
"The Blue Knight","1",6.9,100,"1975"
"The Blue Nissan","1",2.525,1850,"2021"
"The Blue Nissan","2",2.94545454545455,107,"2023"
"The Blue Planet","1",8.1875,6109,"2001"
"The Blue Racer","1",6,5,"1972"
"The Blue Rose","1",7.46923076923077,260,"2013"
"The Blue and the Gray","1",7.9,157,"1982"
"The Blues","1",7.22857142857143,1727,"2003"
"The Bluffers","1",6.4,5,"1986"
"The Board","1",9.2,7,"2024"
"The Bob Braun Show","\N",1,85,"1980"
"The Bob Cummings Show","1",7.75,40,"1955"
"The Bob Cummings Show","2",7.82,70,"1955"
"The Bob Cummings Show","3",7.91666666666667,53,"1956"
"The Bob Cummings Show","4",7.07692307692308,214,"1957"
"The Bob Cummings Show","5",7.42142857142857,215,"1958"
"The Bob Hope Show","17",6.2,10,"1966"
"The Bob Hope Show","\N",5.91666666666667,259,"1956"
"The Bob Monkhouse Show","3",8.7,10,"1986"
"The Bob Newhart Show","1",7.49583333333333,4057,"1972"
"The Bob Newhart Show","2",7.64583333333333,3044,"1973"
"The Bob Newhart Show","3",7.48333333333333,2726,"1974"
"The Bob Newhart Show","4",7.20416666666667,2593,"1975"
"The Bob Newhart Show","5",7.27916666666667,2193,"1976"
"The Bob Newhart Show","6",7.25454545454545,2032,"1977"
"The Bobby Brown Story","1",8.1,127,"2018"
"The Body Farm","1",7.28333333333333,398,"2011"
"The Body Human","\N",8.45,25,"1980"
"The Bold Ones: The Lawyers","1",7.775,77,"1969"
"The Bold Ones: The Lawyers","2",8.12,45,"1970"
"The Bold Ones: The Lawyers","3",8.16666666666667,63,"1971"
"The Bold Ones: The New Doctors","1",7.35,131,"1969"
"The Bold Ones: The New Doctors","2",7.275,79,"1970"
"The Bold Ones: The New Doctors","3",6.25,55,"1971"
"The Bold Ones: The New Doctors","4",7.46,123,"1972"
"The Bold Ones: The Protectors","1",7.64285714285714,80,"1969"
"The Bold Ones: The Senator","1",7.4125,105,"1970"
"The Bold Type","1",7.98,4309,"2017"
"The Bold Type","2",7.65,2242,"2018"
"The Bold Type","3",7.76,1641,"2019"
"The Bold Type","4",7.6125,2319,"2020"
"The Bold Type","5",7.98333333333333,704,"2021"
"The Bold and the Beautiful","1",6.45362663495838,9264,"1987"
"The Boleyns: A Scandalous Family","1",6.8,158,"2021"
"The Bollywood Roundtable","\N",8.93333333333333,48,"2015"
"The Bolt Report","11",1,112,"2021"
