"titulo_serie","temporada","rating_temporada"
"60 Days In","6",7.15555555555556
"60 Days In","7",7.03333333333333
"60 Days In","8",7.34615384615385
"60 Days In","\N",7.1
"60 Days In: Narcoland","1",6.7
"60 Days on the Streets","1",7.43333333333333
"60 Il, Jijeongsaengjonja","1",8.4
"60 Minutes","1",7.7
"60 Minutes","23",6.6
"60 Minutes","24",8
"60 Minutes","32",8.9
"60 Minutes","35",8.9
"60 Minutes","37",6.46666666666667
"60 Minutes","38",7.66666666666667
"60 Minutes","39",8.5
"60 Minutes","40",6.4
"60 Minutes","41",6.8
"60 Minutes","43",7.7
"60 Minutes","44",8.325
"60 Minutes","45",7.35
"60 Minutes","46",6.625
"60 Minutes","47",8
"60 Minutes","48",7
"60 Minutes","49",7.36111111111111
"60 Minutes","50",7.134375
"60 Minutes","51",6.695
"60 Minutes","52",6.94418604651163
"60 Minutes","53",7.31555555555556
"60 Minutes","54",7.63023255813954
"60 Minutes","55",7.34901960784314
"60 Minutes","56",7.44358974358974
"60 Minutes","7",8.3
"60 Minutes","\N",6.5
"60 seconds of fear","1",6.65
"600 Bottles of Wine","1",6.54
"609 Bedtime Story","1",9.99090909090909
"61st Street","1",7.9375
"61st Street","2",8.25
"63 Up","1",8.23333333333333
"66-5","1",7.22857142857143
"666 Park Avenue","1",7.15384615384615
"68 Whiskey","1",7.53
"6Teen","1",7.87407407407407
"6Teen","2",8.24814814814815
"6Teen","3",8.01538461538462
"6Teen","4",8.28461538461539
"6ixtynin9: The Series","1",6.98333333333333
"7 Days Out","1",7.4
"7 Deadly Sins","1",7.01428571428571
"7 Hari Sebelum 17 Tahun","1",9.5
"7 Ilui Wangbi","1",8.1
"7 Little Johnstons","1",6.75
"7 Little Johnstons","11",7.8
"7 Little Johnstons","14",8.4
"7 Little Johnstons","8",5.4
"7 Little Johnstons","9",7.4
"7 Lives Xposed","1",7.925
"7 Numara","1",9.175
"7 Project","1",7.28
"7 Toughest Days","1",6.93333333333333
"7 of 1","1",7.04285714285714
"7 vidas","1",7.09615384615385
"7 vidas","10",8.5
"7 vidas","12",7.9
"7 vidas","13",7.3
"7 vidas","14",8.4
"7 vidas","15",7.74285714285714
"7 vidas","2",7.30263157894737
"7 vidas","3",7.36666666666667
"7 vidas","4",7.47142857142857
"7 vidas","5",7.63333333333333
"7 vidas","6",7.9
"7 vs. Wild","1",8.21875
"7 vs. Wild","2",7.94375
"7 vs. Wild","3",8.1
"7.30","\N",1
"704 Hauser","1",6.98
"72 Cutest Animals","1",6.5
"72 Dangerous Animals - Asia","1",6.61666666666667
"72 Dangerous Animals: Australia","1",7.25
"72 Dangerous Animals: Latin America","1",6.85833333333333
"72 Dangerous Places to Live","1",6.5
"72 Hours: True Crime","1",6.75
"72 Hours: True Crime","2",7.6
"72 Hours: True Crime","3",7.69166666666667
"72 Seconds in Rittenhouse Square","1",7.8
"73 Questions","1",8.9
"73 Questions","2",8.1
"73 Questions","3",7.9
"73 Questions","\N",8.8
"76 hao kong bu shu dian","1",7.1
"77 Sunset Strip","1",7.81176470588235
"77 Sunset Strip","2",7.63888888888889
"77 Sunset Strip","3",7.66666666666667
"77 Sunset Strip","4",7.76585365853659
"77 Sunset Strip","5",7.625
"77 Sunset Strip","6",7.13
"7Seeds","1",7.26666666666667
"7Seeds","2",6.975
"7YUZ","1",6.85714285714286
"7de Laan","1",8.6
"7inui Talchul","1",8.04117647058824
"7inui Talchul","2",7.6
"7th Heaven","1",7.15454545454546
"7th Heaven","10",6.42727272727273
"7th Heaven","11",6.7
"7th Heaven","2",6.85909090909091
"7th Heaven","3",6.61363636363636
"7th Heaven","4",6.70909090909091
"7th Heaven","5",6.61818181818182
"7th Heaven","6",6.86818181818182
"7th Heaven","7",6.49090909090909
"7th Heaven","8",6.39565217391304
"7th Heaven","9",6.35
"8 Dîwar","1",7.68
"8 Love Stories","1",6.6
"8 Man After","1",5.925
"8 Out of 10 Cats","1",6.45454545454545
"8 Out of 10 Cats","10",6.95
"8 Out of 10 Cats","11",6.96
"8 Out of 10 Cats","12",6.99166666666667
"8 Out of 10 Cats","13",6.73333333333333
"8 Out of 10 Cats","14",6.50833333333333
"8 Out of 10 Cats","15",6.63
"8 Out of 10 Cats","16",6.75
"8 Out of 10 Cats","17",6.64444444444444
"8 Out of 10 Cats","18",7.05454545454545
"8 Out of 10 Cats","19",7.62
"8 Out of 10 Cats","2",6.52857142857143
"8 Out of 10 Cats","20",7.07
"8 Out of 10 Cats","21",7.26
"8 Out of 10 Cats","22",7.04545454545455
"8 Out of 10 Cats","3",6.14444444444444
"8 Out of 10 Cats","4",6.75
"8 Out of 10 Cats","5",6.64285714285714
"8 Out of 10 Cats","6",6.8
"8 Out of 10 Cats","7",6.60714285714286
"8 Out of 10 Cats","8",6.65714285714286
"8 Out of 10 Cats","9",6.6
"8 Out of 10 Cats Does Countdown","1",7.8
"8 Out of 10 Cats Does Countdown","10",7.26
"8 Out of 10 Cats Does Countdown","11",7.62222222222222
"8 Out of 10 Cats Does Countdown","12",7.4625
"8 Out of 10 Cats Does Countdown","13",7.26666666666667
"8 Out of 10 Cats Does Countdown","14",7.44285714285714
"8 Out of 10 Cats Does Countdown","15",7.3
"8 Out of 10 Cats Does Countdown","16",7.53333333333333
"8 Out of 10 Cats Does Countdown","17",7.51666666666667
"8 Out of 10 Cats Does Countdown","18",7.475
"8 Out of 10 Cats Does Countdown","19",7.33333333333333
"8 Out of 10 Cats Does Countdown","2",7.65
"8 Out of 10 Cats Does Countdown","20",7.2
"8 Out of 10 Cats Does Countdown","21",7.44285714285714
"8 Out of 10 Cats Does Countdown","22",7.28333333333333
"8 Out of 10 Cats Does Countdown","23",7.47142857142857
"8 Out of 10 Cats Does Countdown","24",7.08
"8 Out of 10 Cats Does Countdown","25",7.68
"8 Out of 10 Cats Does Countdown","26",7
"8 Out of 10 Cats Does Countdown","3",7.45
"8 Out of 10 Cats Does Countdown","4",7.6
"8 Out of 10 Cats Does Countdown","5",7.775
"8 Out of 10 Cats Does Countdown","6",7.55
"8 Out of 10 Cats Does Countdown","7",7.54444444444445
"8 Out of 10 Cats Does Countdown","8",7.5
"8 Out of 10 Cats Does Countdown","9",7.36
"8 Out of 10 Cats Does Countdown","\N",7.25
"8 Simple Rules... for Dating My Teenage Daughter","1",7.12142857142857
"8 Simple Rules... for Dating My Teenage Daughter","2",7.325
"8 Simple Rules... for Dating My Teenage Daughter","3",7.37916666666667
"8 Tage","1",6.825
"8 Zeugen","1",6.35
"8-BitRyan","\N",10
"8. Gün","1",8.975
"80's Dan","1",10
"800 Words","1",7.8125
"800 Words","2",8.23125
"800 Words","3",8.26875
"800 metros","1",7.76666666666667
"80s","1",6.2
"80s Greatest","1",6.2
"86","1",8.58333333333333
"87th Precinct","1",8.07666666666667
"8x45 - Austria Mystery","1",5.1125
"9 Hours","1",6.77777777777778
"9 Months That Made You","1",7.13333333333333
"9 Oguz","1",5.5
"9 Pictures 1 Story","1",7.3
"9 Pictures 1 Story","2",8.3
"9 Years to Neptune","1",7.8
"9 to 5","2",5.2
"9-1-1","1",8.01
"9-1-1","2",8.3
"9-1-1","3",8.18333333333333
"9-1-1","4",8.00714285714286
"9-1-1","5",7.73888888888889
"9-1-1","6",7.66666666666667
"9-1-1","7",7.73
"9-1-1: Lone Star","1",7.73
"9-1-1: Lone Star","2",8.02142857142857
"9-1-1: Lone Star","3",7.82222222222222
"9-1-1: Lone Star","4",7.91111111111111
"9/11 Suspects","1",8.3
"9/11: One Day in America","1",9.2
"90 Day Bares All","1",6.46923076923077
"90 Day Bares All","2",6.45
"90 Day Diaries","1",6.6
"90 Day Diaries","2",6.7
"90 Day Diaries","3",6.675
"90 Day Diaries","4",7.25
"90 Day Diaries","\N",6.8
"90 Day Fiancé","1",6.35
"90 Day Fiancé","10",7.275
"90 Day Fiancé","2",6.55
"90 Day Fiancé","3",6.10833333333333
"90 Day Fiancé","4",6.6
"90 Day Fiancé","5",6.10769230769231
"90 Day Fiancé","6",6.47692307692308
"90 Day Fiancé","7",6.48666666666667
"90 Day Fiancé","8",6.52105263157895
"90 Day Fiancé","9",6.24736842105263
"90 Day Fiancé UK","1",7.25833333333333
"90 Day Fiancé UK","2",7.54615384615385
"90 Day Fiancé UK","3",6.98333333333333
"90 Day Fiancé: Before the 90 Days","1",5.83571428571429
"90 Day Fiancé: Before the 90 Days","2",6.00909090909091
"90 Day Fiancé: Before the 90 Days","3",6.94666666666667
"90 Day Fiancé: Before the 90 Days","4",7.03333333333333
"90 Day Fiancé: Before the 90 Days","5",6.56111111111111
"90 Day Fiancé: Before the 90 Days","6",6.91666666666667
"90 Day Fiancé: Before the 90 Days","7",6.8
"90 Day Fiancé: Before the 90 Days","\N",6
"90 Day Fiancé: Happily Ever After?","1",6.01666666666667
"90 Day Fiancé: Happily Ever After?","2",6.61666666666667
"90 Day Fiancé: Happily Ever After?","3",6.21666666666667
"90 Day Fiancé: Happily Ever After?","4",6.36666666666667
"90 Day Fiancé: Happily Ever After?","5",6.61111111111111
"90 Day Fiancé: Happily Ever After?","6",6.88235294117647
"90 Day Fiancé: Happily Ever After?","7",7.62380952380952
"90 Day Fiancé: Happily Ever After?","8",7.35
"90 Day Fiancé: Love in Paradise","1",6.3625
"90 Day Fiancé: Love in Paradise","2",7.33333333333333
"90 Day Fiancé: Love in Paradise","3",7.15454545454546
"90 Day Fiancé: Love in Paradise","4",5.2
"90 Day Fiancé: Pillow Talk","16",8.7
"90 Day Fiancé: Pillow Talk","2",6.8
"90 Day Fiancé: Pillow Talk","23",7.8
"90 Day Fiancé: Pillow Talk","5",7.6
"90 Day Fiancé: Pillow Talk","6",7.375
"90 Day Fiancé: Pillow Talk","9",6.15
"90 Day Fiancé: Self-Quarantined","1",5.95
"90 Day Fiancé: The Other Way","1",7.02727272727273
"90 Day Fiancé: The Other Way","2",6.62727272727273
"90 Day Fiancé: The Other Way","3",6.35333333333333
"90 Day Fiancé: The Other Way","4",7.42352941176471
"90 Day Fiancé: The Other Way","5",7.42916666666667
"90 Day Fiancé: The Other Way","6",7.27142857142857
"90 Day Fiancé: What Now?","2",5.6
"90 Day Fiancé: What Now?","3",6.4
"90 Day: The Last Resort","1",7.36666666666667
"90 Day: The Single Life","1",6.12142857142857
"90 Day: The Single Life","2",6.49285714285714
"90 Day: The Single Life","3",7.73571428571429
"90 Day: The Single Life","4",6.9875
"90's - A Middle Class Biopic","1",9.25
"90210","1",6.96666666666667
"90210","2",6.87727272727273
"90210","3",7.22272727272727
"90210","4",6.77916666666667
"90210","5",7.16363636363636
"91 Days","1",7.63846153846154
"91 Days","\N",7.1
"911 Crisis Center","1",6.31
"911 Crisis Center","2",6.6
"96 Jam","1",8.8
"99","1",8.93333333333333
"99 Saker Man Måste Göra Innan Man Dör","1",7.6
"99-1","1",8.2
"99.9 ~ Keiji Senmon Bengoshi","1",6.99
"99.9 ~ Keiji Senmon Bengoshi","2",7.21111111111111
"999: Killer on the Line?","1",7.0875
"999: Killer on the Line?","2",7.0125
"999: On the Front Line","7",7.8
"9JKL","1",6.2
"9mm: São Paulo","1",6.95
":Dryvrs","1",7.7
"@midnight","1",7.44375
"@midnight","2",6.43084112149533
"@midnight","3",7.25
"@midnight","4",6.67777777777778
"@midnight","\N",7.8
"A Billion to One","1",6
"A Bit of Fry & Laurie","1",7.67142857142857
"A Bit of Fry & Laurie","2",7.8
"A Bit of Fry & Laurie","3",7.98333333333333
"A Bit of Fry & Laurie","4",7.77142857142857
"A Bit of a Do","1",6.73333333333333
"A Bit of a Do","2",6.54285714285714
"A Black Lady Sketch Show","1",7.81666666666667
"A Black Lady Sketch Show","2",7.3
"A Black Lady Sketch Show","3",7.56666666666667
"A Black Lady Sketch Show","4",7.35
"A Black Lady Sketch Show","\N",2.9
"A Black and White Cartoon","1",7.3
"A Bloody Lucky Day","1",7.97
"A Body That Works","1",7.4375
"A Body in the Basement","1",6.98333333333333
"A Boss and a Babe","1",8.44166666666667
"A Breeze of Love","1",8.725
"A Brief History of the Future","1",7.25
"A Capitol Fourth","25",7.3
"A Capitol Fourth","27",8.4
"A Capitol Fourth","38",7.5
"A Capitol Fourth","40",8.4
"A Capitol Fourth","41",7.1
"A Capitol Fourth","42",6.9
"A Capitol Fourth","43",5.7
"A Capitol Fourth","44",7.8
"A Captain's Log","1",8.5
"A Casa das Sete Mulheres","1",9.2
"A Celebrity's Guide to Giving","1",9.75652173913043
"A Certain Justice","1",7.2
"A Chef's Life","1",7.95714285714286
"A Chef's Life","2",8.3
"A Chef's Life","3",7.7
"A Chef's Life","4",8.64
"A Chef's Life","5",8.12
"A Christmas Carol","1",7.33333333333333
"A Christmas Night with the Stars","\N",7.43333333333333
"A Comédia da Vida Privada","1",6.6
"A Comédia da Vida Privada","3",9
"A Confession","1",7.8
"A Conspiração","1",8.7
"A Cook Abroad","1",7.48333333333333
"A Cook's Tour","1",7.82272727272727
"A Cook's Tour","2",7.70769230769231
"A Country Practice","1",8.575
"A Country Practice","12",8.55
"A Country Practice","13",8.8
"A Country Practice","2",8.85
"A Country Practice","3",8.63636363636364
"A Country Practice","4",8.86666666666667
"A Country Practice","5",8.5
"A Country Practice","7",8.8
"A Country Practice","8",8.7
"A Country Practice","9",8
"A Crazy Leo Show","1",9.4
"A Crime to Remember","1",8.1
"A Crime to Remember","2",7.975
"A Crime to Remember","3",8.1625
"A Crime to Remember","4",7.8625
"A Crime to Remember","5",8.0625
"A Current Affair","38",5.4
"A Current Affair","40",1.16666666666667
"A Current Affair","6",8.7
"A Current Affair","\N",3.63333333333333
"A DAY IN THE LIFE OF TYLER1","1",9.35
"A Dance to the Music of Time","1",7.4
"A Dangerous Dynasty: House of Assad","1",7.83333333333333
"A Dark Adapted Eye","1",7.65
"A Death in California","1",6.9
"A Destructive God Sits Next to Me","1",5.95
"A Diarista","1",7.52857142857143
"A Diarista","2",7
"A Different World","1",6.95454545454545
"A Different World","2",7.54545454545455
"A Different World","3",7.344
"A Different World","4",7.364
"A Different World","5",7.44
"A Different World","6",7.448
"A Difficult Woman","1",6.13333333333333
"A Dinner of Herbs","1",7.8
"A Discovery of Witches","1",8.125
"A Discovery of Witches","2",7.91
"A Discovery of Witches","3",7.77142857142857
"A Divisão","1",7.82
"A Divisão","2",7.96
"A Divisão","3",8.2
"A Documentary of Life","1",9.25
"A Documentary of Life","2",9.35652173913043
"A Dona do Pedaço","1",9
"A Dorothy L. Sayers Mystery","1",8.01
"A Drop of True Blood","1",7.61666666666667
"A Espia","1",8.4
"A Family at War","1",7.7
"A Family at War","2",7.47894736842105
"A Family at War","3",7.64
"A Family for Joe","1",6.2
"A Farewell to Arms","1",9.73333333333333
"A Fatal Inversion","1",7.73333333333333
"A Favorita","1",8.42727272727273
"A Fazenda","1",6
"A Fazenda","2",4.6
"A Fazenda","3",5
"A Fazenda","6",5.4
"A Fine Romance","1",7.65714285714286
"A Fine Romance","2",7.78333333333333
"A Fine Romance","3",7.51666666666667
"A Fine Romance","4",7.57142857142857
"A Football Life","1",7.95555555555555
"A Football Life","10",8.82
"A Football Life","11",8.65
"A Football Life","2",7.83076923076923
"A Football Life","3",7.85454545454546
"A Football Life","4",7.75555555555556
"A Football Life","5",7.72307692307692
"A Football Life","6",7.8
"A Football Life","7",7.81538461538462
"A Football Life","8",8.21818181818182
"A Football Life","9",7.675
"A Football Life","\N",8.46666666666667
"A Fortunate Life","1",8.2
"A Força do Querer","1",8.45
"A Fox in Space","1",9.15
"A French Guy Named Saba","1",8.92
"A French Guy Named Saba","2",8.76666666666667
"A French Guy Named Saba","3",8.81818181818182
"A French Guy Named Saba","4",8.84666666666667
"A French Guy Named Saba","5",8.6
"A Friend of the Family","1",7.41111111111111
"A Frustrated Software Engineer","1",9.7
"A Game of Murder","1",8.36666666666667
"A Garota da Moto","1",7.2
"A Generala","1",7.78333333333333
"A Gentleman in Moscow","1",7.8375
"A Gentleman's Dignity","1",8.37
"A Ghost Story for Christmas","1",6.7
"A Ghost Story for Christmas","2",7.2
"A Ghost Story for Christmas","3",6.8
"A Ghost Story for Christmas","4",6.9
"A Ghost Story for Christmas","5",6.4
"A Ghost Story for Christmas","6",7.6
"A Ghost Story for Christmas","7",7.8
"A Ghost Story for Christmas","8",5.6
"A Gifted Man","1",8.18125
"A Girl Is a Gun","1",7.95
"A Girl Knows","\N",9.7
"A Girl Named Jo","1",8.8
"A Girl Named Jo","2",9.8
"A Girl Named Zat","1",7.76129032258064
"A Girl's Guide to 21st Century Sex","1",8.125
"A Good Cop","1",9.9
"A Good Girl's Guide to Murder","1",7.05
"A Grande Família","1",9.28888888888889
"A Grande Família","10",9.9
"A Grande Família","14",9.75
"A Grande Família","2",9.18333333333333
"A Grande Família","3",8.8
"A Grande Família","8",9.85
"A Grande Família","9",9.8
"A Great Welsh Adventure with Griff Rhys Jones","1",7.32
"A Greek Odyssey with Bettany Hughes","1",7.9
"A Grito Herido","1",8.8
"A Grunt's Life","2",8.7
"A Haunting","1",7.51666666666667
"A Haunting","10",7.21
"A Haunting","11",7.04
"A Haunting","2",7.82
"A Haunting","3",7.92
"A Haunting","4",7.60769230769231
"A Haunting","5",7.42
"A Haunting","6",7.65
"A Haunting","7",7.64375
"A Haunting","8",7.65625
"A Haunting","9",7.04
"A Healthy You & Carol Alt","\N",10
"A Herdade","1",7.65
"A Herdeira","1",8.2
"A History of Ancient Britain","1",8.1
"A History of Ancient Britain","2",8.25
"A History of Ancient Britain","3",7.7
"A History of Art in Three Colours","1",8.13333333333333
"A History of Britain","1",8.3
"A History of Britain","2",8
"A History of Britain","3",7.725
"A History of Celtic Britain","1",7.825
"A History of Christianity","1",7.01666666666667
"A History of Horror with Mark Gatiss","1",8.13333333333333
"A History of Scotland","1",8.26
"A History of Scotland","2",8.24
"A History of the Future","1",8.7
"A História Delas","1",8.5125
"A Hora da Liberdade","1",8.76666666666667
"A Horrorshow","1",5.3
"A Horseman Riding By","1",7.525
"A Hotel for the Super Rich & Famous","1",5.75
"A House Divided","1",8
"A House Divided","3",8.7
"A House Through Time","1",8
"A House Through Time","2",7.825
"A House Through Time","3",7.6
"A House Through Time","4",7.875
"A Infância de Romeu e Julieta","1",8.675
"A Killer Uncaged","1",5.93333333333333
"A Killer's Mistake","1",6.78333333333333
"A Killer's Mistake","2",7.01
"A Killing in Tiger Bay","1",7.3
"A Kind of Loving","1",8.25
"A Kind of Spark","1",8.42
"A Kind of Spark","2",9.7
"A Király","1",7.88
"A League of Their Own","1",7.27222222222222
"A League of Their Own","10",7.55
"A League of Their Own","11",7.6375
"A League of Their Own","13",7.35
"A League of Their Own","14",7.34444444444444
"A League of Their Own","15",7.125
"A League of Their Own","16",6.92857142857143
"A League of Their Own","17",5.9
"A League of Their Own","7",7.1
"A League of Their Own","8",7.66666666666667
"A League of Their Own","9",6.4
"A League of Their Own US Road Trip","2",8.2
"A League of Their Own: European Road Trip","1",7.16666666666667
"A Lie to Die For","1",7.55
"A Life in Ten Pictures","1",7.66666666666667
"A Life in Ten Pictures","2",7.7
"A Little Help with Carol Burnett","1",5.8
"A Little Late with Lilly Singh","1",2.31546391752577
"A Little Late with Lilly Singh","2",3.64050632911392
"A Little Princess","1",8.5
"A Magia de Aruna","1",8.4
"A Man Called Hawk","1",8.14615384615385
"A Man Called Shenandoah","1",7.69705882352941
"A Man Called Sloane","1",6.2875
"A Man Who Defies the World of BL","1",7.675
"A Man Who Defies the World of BL","2",6.86666666666667
"A Man in Full","1",6.46666666666667
"A Mano Limpia","1",7.9
"A Mano Limpia","2",9.7
"A Married Man","1",8.75
"A Martfüi Rém - A Sorozat","1",7.075
"A Matter of Sin and Love","1",8.93333333333333
"A Million Little Things","1",8.48823529411765
"A Million Little Things","2",8.30526315789474
"A Million Little Things","3",7.79444444444445
"A Million Little Things","4",7.915
"A Million Little Things","5",8.36923076923077
"A Mim, Nunca.","1",8
"A Mind to Kill","1",7.01666666666667
"A Mind to Kill","2",6.88571428571429
"A Mind to Kill","3",7.3
"A Mind to Kill","4",6.5
"A Mind to Kill","5",5.775
"A Minha Familia É Uma Animação","2",8.3
"A Minute with Stan Hooper","1",6.63333333333333
"A Miss Mallard Mystery","1",7.3
"A Model Family","1",6.85
"A Moody Christmas","1",7.85
"A Mother's Son","1",7.15
"A Movie Review","1",7.4
"A Murder at the End of the World","1",7.44285714285714
"A Murder in the Family","1",7.73333333333333
"A Mão do Eurico","1",8.08
"A Mézga család különös kalandjai","1",7.43846153846154
"A Mézga család különös kalandjai","2",7.51538461538462
"A Nagy Fehér Fönök","1",7.3875
"A Nation of Broth","1",7.93333333333333
"A Nero Wolfe Mystery","1",8.26363636363636
"A Nero Wolfe Mystery","2",8.48125
"A Passion for Angling","1",9.54
"A Passionate Woman","1",8.35
"A Perfect Crime","1",7.175
"A Perfect Hero","1",6.1
"A Perfect Planet","1",8.68333333333333
"A Perfect Spy","1",7.14285714285714
"A Picture of Katherine Mansfield","1",9.83333333333333
"A Place to Call Home","1",8.24615384615385
"A Place to Call Home","2",8.34
"A Place to Call Home","3",8.27
"A Place to Call Home","4",8.475
"A Place to Call Home","5",8.34166666666667
"A Place to Call Home","6",8.07
"A Place to Hide","1",7.8
"A Ponte: The Bridge Brasil","1",8.5
