"titulo_serie","temporada","rating_temporada"
"Run the Burbs","1",7.31666666666667
"Run the Burbs","2",7.75384615384615
"Run the Burbs","3",8.54615384615385
"Run the World","1",7.75
"Run the World","2",7.275
"Run's House","1",9.1
"Run, Joe, Run","1",6.7
"Runaway","1",6.8
"Runaway Lugaai","1",4.21
"Runaways","1",7.44
"Runaways","2",7.54615384615385
"Runaways","3",7.22
"Rundfunk","1",8.94
"Rundfunk","2",8.91
"Rundfunk: Duco & Roy","1",8.4
"Running Man","1",8.3
"Running Wild with Bear Grylls","1",7.91666666666667
"Running Wild with Bear Grylls","2",8.04444444444444
"Running Wild with Bear Grylls","3",7.76
"Running Wild with Bear Grylls","4",7.8875
"Running Wild with Bear Grylls","5",7.5
"Running Wild with Bear Grylls","6",7.5375
"Running Wild with Bear Grylls","7",7.51666666666667
"Running Wild with Bear Grylls","8",7.3375
"Running Wild with Bear Grylls: The Challenge","1",7.6
"Running Wild with Bear Grylls: The Challenge","2",7.6625
"Running Wilde","1",6.92307692307692
"Running the Halls","1",7.55
"Rupan no Musume","1",7.2
"Rupan sansei","1",6.95652173913043
"Rupan sansei: Part II","1",6.58846153846154
"Rupan sansei: Part II","2",6.412
"Rupan sansei: Part II","3",6.21730769230769
"Rupan sansei: Part II","4",6.12115384615385
"Rupan sansei: Part III","1",5.71
"Rupel","1",6.2
"Rupert","1",7.91111111111111
"Rupert","2",8
"Rupert","5",8.4
"Rurangi","1",8.08
"Rurangi","2",7.76
"Rurôni Kenshin: Meiji kenkaku romantan","1",7.72745098039216
"Rurôni Kenshin: Meiji kenkaku romantan","2",8.23428571428571
"Rurôni Kenshin: Meiji kenkaku romantan","3",7.40909090909091
"Rurôni Kenshin: Meiji kenkaku romantan - Shin Kyoto-hen","1",7.6
"Rurôni Kenshin: Meiji kenkaku romantan - Tsuioku-hen","1",8.675
"Rurôni Kenshin: Seisô-hen","1",7.6
"Rush","1",8.00434782608696
"Rush","2",7.53636363636364
"Rush","3",8.06363636363636
"Rush","4",8.41538461538462
"Rush Hour","1",7.06153846153846
"Rush: Inspired by Battlefield","1",8.43
"Russell Brand's Ponderland","1",7.38333333333333
"Russell Brand's Ponderland","2",7.26666666666667
"Russell Coight's All Aussie Adventures","1",7.8
"Russell Coight's All Aussie Adventures","2",7.87142857142857
"Russell Coight's All Aussie Adventures","3",8.54285714285714
"Russell Harty Plus","\N",9.1
"Russell Howard & Mum: USA Road Trip","1",6.9
"Russell Howard Stands Up to the World","1",8.13333333333333
"Russell Howard's Good News","1",7.5
"Russell Howard's Good News","10",9.1
"Russell Howard's Good News","2",6.7
"Russell Howard's Good News","3",6.4
"Russell Howard's Good News","4",6.7
"Russell Howard's Good News","5",7.1
"Russell Howard's Good News","6",7.07142857142857
"Russell Howard's Good News","7",7.46666666666667
"Russell Howard's Good News","9",7.8
"Russell Howard: Lubricant","1",7.1
"Russell Peters Versus the World","1",4.8
"Russia 1985-1999: TraumaZone","1",7.62857142857143
"Russia from Above","1",7.84
"Russia with Simon Reeve","1",7.83333333333333
"Russia: A Journey with Jonathan Dimbleby","1",9.32
"Russian Doll","1",7.775
"Russian Doll","2",7.24285714285714
"Russisch Roulette","1",4.5
"Russkie v Gorode Angelov","1",5.96
"Rust Valley Restorers","1",7.5875
"Rust Valley Restorers","2",7.89166666666667
"Rust Valley Restorers","3",8.06666666666667
"Rust Valley Restorers","4",7.94444444444444
"Rusty Rivets","1",6.2
"Rusty Rivets","2",8.35
"Ruth & Erica","1",6.5
"Ruth: A Pérola do Índico","1",6.8
"Rutherford Falls","1",7.62
"Rutherford Falls","2",7.9
"Ruthless","1",9.6125
"Ruthless","2",9.61052631578947
"Ruthless","3",9.08181818181818
"Ruthless","4",8.30454545454545
"Ruthless","5",9
"Rutland Weekend Television","1",7.82857142857143
"Rutland Weekend Television","2",7.8
"Ruxx","1",7.1875
"Ruy, el pequeño Cid","1",5.65
"Ryan & Ruby","1",6.33333333333333
"Ryan Caulfield: Year One","1",7.26666666666667
"Ryan Hansen Solves Crimes on Television","1",7.725
"Ryan Hansen Solves Crimes on Television","2",7.9625
"Ryan's Four","1",8
"Ryan's Hope","1",8.53333333333333
"Ryan's Mystery Playdate","1",3.9
"Ryder","1",6.6
"Rykter","1",7.29333333333333
"Rykter","2",7.42
"Rykter","3",7.04285714285714
"Ryman's Club","1",7.525
"Rysa","1",6.2875
"Ryu the Primitive Boy","1",3.11818181818182
"Ryuko Shion","1",7.4
"Ryuko Shion","2",8.26666666666667
"Ryuko Shion","\N",2.5
"Ryusei Ningen Zon","1",6.18461538461538
"Ryuugajou Nanana no Maizoukin","1",6.76363636363636
"Ryuuou no Oshigoto!","1",7.06666666666667
"Ryômaden","1",8.75
"Ryôri no tetsujin","6",7.6
"Ryûsei no kizuna","1",7.7
"Ráðherrann","1",7.25
"Rãmâi cu mine","1",9.2
"Rådebank","1",7.625
"Rådebank","2",8.5125
"Rådebank","3",7.4
"Rédl","1",7.675
"Résistance","1",7.56666666666667
"Réttur","1",7.5
"Réunions","1",7.1
"Révolutions sexuelles","1",7.3
"Ríkání o víle Amálce","1",6.8
"Rôdoku kikô: Nippon no meisaku","\N",5.8
"Rôdosu-tô senki","1",7.71538461538462
"Rôgo ni sonaete Isekai de 8-man-mai no kinka wo tamemasu","1",7.79166666666667
"Röd snö","1",6.95
"Rölli","1",5.9
"Rüzgarli Tepe","1",9.72
"S' agapo - M' agapas","1",6.825
"S' agapo - M' agapas","2",5.97142857142857
"S*M*A*S*H","1",7.85
"S.A: Supesharu ê","1",7.75416666666667
"S.O.S. Barracuda","1",2.3625
"S.O.Z: Soldados o Zombies","1",7.0625
"S.P.U.N.G","1",7.05
"S.P.U.N.G","2",8
"S.T.R.O.N.G.","1",7.74444444444444
"S.W.A.T.","1",7.40294117647059
"S.W.A.T.","2",7.64166666666667
"S.W.A.T.","3",7.70952380952381
"S.W.A.T.","4",7.3
"S.W.A.T.","5",7.50909090909091
"S.W.A.T.","6",7.35909090909091
"S.W.A.T.","7",7.83846153846154
"S1ngles","1",8.14285714285714
"S1ngles","2",7.7
"S1ngles","3",8.2
"S1ngles","4",7.86666666666667
"SAF3","1",5.55
"SAG Foundation Conversations","\N",9.3
"SAS Australia","1",7.89166666666667
"SAS Australia","2",7.69285714285714
"SAS Australia","3",7.7
"SAS Australia","4",7.88461538461539
"SAS Australia","5",8
"SAS Rogue Heroes","1",7.96666666666667
"SAS: Rogue Warriors","1",7.8
"SAS: The Search for Warriors","1",6.8
"SAS: Who Dares Wins","1",8.32
"SAS: Who Dares Wins","2",8.16
"SAS: Who Dares Wins","3",8.02
"SAS: Who Dares Wins","4",7.36666666666667
"SAS: Who Dares Wins","5",7.43333333333333
"SAS: Who Dares Wins","6",7.4
"SAS: Who Dares Wins","7",5.61666666666667
"SAS: Who Dares Wins","8",7.625
"SASUKE","1",8.1
"SASUKE","10",9.4
"SASUKE","11",9.4
"SASUKE","16",9.6
"SASUKE","17",8.5
"SASUKE","19",9.4
"SASUKE","2",8.3
"SASUKE","20",9.4
"SASUKE","21",9.4
"SASUKE","22",9.2
"SASUKE","23",9
"SASUKE","24",9.2
"SASUKE","25",9.4
"SASUKE","26",9.2
"SASUKE","27",9.4
"SASUKE","3",8.6
"SASUKE","35",8.5
"SASUKE","4",9.1
"SASUKE","5",9.4
"SASUKE","6",9.2
"SASUKE","7",9
"SASUKE","8",9.2
"SASUKE","9",9.4
"SAYÓN: The Executioner","1",9.28571428571429
"SCP Animated: Tales from the Foundation","1",6
"SCTV Channel","1",7.84444444444444
"SCTV Network 90","1",8.46
"SCTV Network 90","2",8.51428571428571
"SEAL Team","1",7.80909090909091
"SEAL Team","2",8.32727272727273
"SEAL Team","3",8.17
"SEAL Team","4",8.275
"SEAL Team","5",7.89285714285714
"SEAL Team","6",8.28
"SEAL Team","7",7.91666666666667
"SEC Storied","1",7.12692307692308
"SEC Storied","8",7.8
"SF8","1",6.8125
"SG.U Stargate Universe Kino","1",6.49411764705882
"SHE Must Be Obeyed","1",8.7
"SJA: Alien Files","1",5.18333333333333
"SK Babies","1",4.2
"SK Kölsch","1",7.6
"SK Sir Ki Class","1",8.36666666666667
"SK8","1",8.49166666666667
"SK8","\N",7.5
"SKAM Austin","1",6.6875
"SKAM Austin","2",6.28888888888889
"SKAM Italia","1",8.73636363636364
"SKAM Italia","2",8.93
"SKAM Italia","3",8.5
"SKAM Italia","4",9.15
"SKAM Italia","5",8.47
"SKAM Italia","6",7.76666666666667
"SKY Castle","1",7.785
"SLiDE","1",8.43333333333333
"SMILF","1",7.35
"SMILF","2",6.83
"SOKO Donau","1",8.07142857142857
"SOKO Donau","10",7.43333333333333
"SOKO Donau","11",7.5
"SOKO Donau","12",7.80909090909091
"SOKO Donau","13",7.41176470588235
"SOKO Donau","14",7.23125
"SOKO Donau","15",7.48
"SOKO Donau","17",8.2
"SOKO Donau","18",7.8
"SOKO Donau","2",7.55555555555556
"SOKO Donau","3",8
"SOKO Donau","4",7.90909090909091
"SOKO Donau","5",8.09285714285714
"SOKO Donau","6",7.8
"SOKO Donau","7",7.63846153846154
"SOKO Donau","8",7.98125
"SOKO Donau","9",7.63636363636364
"SOKO Hamburg","1",6.5
"SOKO Hamburg","2",5.96
"SOKO Hamburg","3",5.58461538461538
"SOKO Hamburg","4",4.92307692307692
"SOKO Hamburg","5",4.8
"SOKO Kitzbühel","1",7.14
"SOKO Kitzbühel","10",7.025
"SOKO Kitzbühel","11",7.21111111111111
"SOKO Kitzbühel","12",7.03846153846154
"SOKO Kitzbühel","13",7.76666666666667
"SOKO Kitzbühel","14",7.6
"SOKO Kitzbühel","15",7.3
"SOKO Kitzbühel","16",7
"SOKO Kitzbühel","17",5.4
"SOKO Kitzbühel","18",7.125
"SOKO Kitzbühel","2",6.74
"SOKO Kitzbühel","3",6.125
"SOKO Kitzbühel","4",8.2
"SOKO Kitzbühel","5",6.1
"SOKO Kitzbühel","6",8
"SOKO Kitzbühel","9",7.8
"SOKO Köln","1",6.40625
"SOKO Köln","10",9
"SOKO Köln","11",2
"SOKO Köln","12",7.768
"SOKO Köln","13",7.12173913043478
"SOKO Köln","14",7.275
"SOKO Köln","15",6.92222222222222
"SOKO Köln","16",7.50909090909091
"SOKO Köln","17",5.99090909090909
"SOKO Köln","18",6.67692307692308
"SOKO Köln","19",5.3
"SOKO Köln","2",7
"SOKO Köln","20",6.15
"SOKO Köln","4",7.5
"SOKO Köln","7",9.4
"SOKO Köln","8",6.5
"SOKO Köln","9",8.8
"SOKO Leipzig","1",7.38181818181818
"SOKO Leipzig","10",8
"SOKO Leipzig","11",7.1
"SOKO Leipzig","12",7.88095238095238
"SOKO Leipzig","13",7.98333333333333
"SOKO Leipzig","14",8.04666666666667
"SOKO Leipzig","15",8.025
"SOKO Leipzig","16",7.735
"SOKO Leipzig","17",7.83076923076923
"SOKO Leipzig","18",7.675
"SOKO Leipzig","19",7.77272727272727
"SOKO Leipzig","2",8.31428571428571
"SOKO Leipzig","20",7.92857142857143
"SOKO Leipzig","21",7.09545454545454
"SOKO Leipzig","22",7.90833333333333
"SOKO Leipzig","23",7.07407407407407
"SOKO Leipzig","24",7.50869565217391
"SOKO Leipzig","3",7.76
"SOKO Leipzig","4",7.75714285714286
"SOKO Leipzig","5",7.38333333333333
"SOKO Leipzig","6",7.05
"SOKO Leipzig","7",7.61666666666667
"SOKO Leipzig","8",6.94
"SOKO Leipzig","9",6.5
"SOKO Linz","1",3.6
"SOKO München","1",7.16666666666667
"SOKO München","15",4.9
"SOKO München","17",6.8
"SOKO München","18",6.73333333333333
"SOKO München","22",6.3
"SOKO München","24",6.8
"SOKO München","27",6.2
"SOKO München","33",6.5
"SOKO München","35",7.73333333333333
"SOKO München","36",9
"SOKO München","37",7.2
"SOKO München","38",7.9
"SOKO München","39",1.7
"SOKO München","41",7.57692307692308
"SOKO München","42",7.64117647058824
"SOKO München","43",7.30588235294118
"SOKO München","44",6.77272727272727
"SOKO München","45",6.125
"SOKO München","46",6.14615384615385
"SOKO München","5",7.11428571428571
"SOKO Potsdam","1",6.93333333333333
"SOKO Potsdam","2",7.1
"SOKO Potsdam","3",7.32307692307692
"SOKO Potsdam","4",7.17692307692308
"SOKO Potsdam","5",7.94166666666667
"SOKO Stuttgart","1",7.22222222222222
"SOKO Stuttgart","10",6.4
"SOKO Stuttgart","11",7.4
"SOKO Stuttgart","12",6.33333333333333
"SOKO Stuttgart","13",5.6
"SOKO Stuttgart","2",7.11428571428571
"SOKO Stuttgart","3",6.78947368421053
"SOKO Stuttgart","4",7.67058823529412
"SOKO Stuttgart","5",7.225
"SOKO Stuttgart","6",6.4
"SOKO Stuttgart","7",6.81333333333333
"SOKO Stuttgart","8",7.03076923076923
"SOKO Stuttgart","9",7.2037037037037
"SOKO Wismar","1",2.6
"SOKO Wismar","10",7.52666666666667
"SOKO Wismar","11",6.7375
"SOKO Wismar","12",8
"SOKO Wismar","13",7.75
"SOKO Wismar","14",7.06
"SOKO Wismar","15",6.315
"SOKO Wismar","16",7.61363636363636
"SOKO Wismar","17",6.525
"SOKO Wismar","18",6.81111111111111
"SOKO Wismar","20",5.7
"SOKO Wismar","5",7
"SOKO Wismar","6",7.3
"SOKO Wismar","7",5.93333333333333
"SOKO Wismar","8",7.7125
"SOKO Wismar","9",7.63333333333333
"SOKO: Der Prozess","1",6.58
"SRF DOK","\N",7.275
"SS-GB","1",7.1
"SSC","1",8.975
"SSSS.Dynazenon","1",7.09166666666667
"SSSS.Gridman","1",7.53333333333333
"SSSniperWolf","\N",5.2
"STARmeter Weekly","1",7.75555555555556
"STC Previews","4",7.75
"STHLM Blackout","1",6.35
"STIX","1",4.4
"STIX","3",5.8
"SWAT Kats: The Radical Squadron","1",7.65384615384615
"SWAT Kats: The Radical Squadron","2",7.41818181818182
"SWV & XSCAPE: The Queens of R&B","1",8.51666666666667
"Sa piling mo","1",6.5
"Sa-rang-ha-neun eun-dong-ah","1",8.55
"Saabe' Gaar","1",7.7
"Saan ka man naroroon","1",9.8
"Saans","1",5.6
"Saara Akaash","1",9.1
"Saas Bahu Achaar Pvt. Ltd.","1",8.78333333333333
"Saas Bahu Aur Betiyaan","\N",8.3
"Saas, Bahu Aur Flamingo","1",7.9875
"Saath Nibhaana Saathiya 2","1",10
"Saath Nibhana Saathiya","1",8.1
"Saba ile Oyuna Geldik","1",1
"Sabagebu!","1",7.2
"Saban Askerde","1",4.75
"Saban ile Sirin","1",5.46666666666667
"Sabbath","1",5.55
"Saber","1",6.4
"Saber Rider and the Star Sheriffs","1",6.5975
"Saber Rider and the Star Sheriffs","2",6.98333333333333
"Sabikui Bisco","1",7.85833333333333
"Sabine Christiansen","6",9.7
"Sabki Laadli Bebo","1",9.8
"Sable noir","1",5.85
"Saborîman Kantarô","1",7.00833333333333
"Sabri Maranan","1",7.06666666666667
"Sabri Maranan","2",6.3
"Sabri Maranan","3",6.7
"Sabri Maranan","6",6.6
"Sabrina","1",8.35
"Sabrina and the Groovie Goolies","1",5.075
"Sabrina the Teenage Witch","1",7.39032258064516
"Sabrina the Teenage Witch","2",7.34615384615385
"Sabrina the Teenage Witch","3",7.24
"Sabrina the Teenage Witch","4",7.15
"Sabrina the Teenage Witch","5",6.76363636363636
"Sabrina the Teenage Witch","6",6.80909090909091
"Sabrina the Teenage Witch","7",6.57727272727273
"Sabrina's Secret Life","1",6.7
"Sabrina: Secrets of a Teenage Witch","1",6.45
"Sabrina: The Animated Series","1",7.25538461538462
"Sabuesos","1",6.88
"Sacha","1",5.8
"Sachiiro no One Room","1",7.8
"Sacramento","1",9.17222222222222
"Sacramento","\N",8.6
"Sacred Games","1",8.45
"Sacred Games","2",8
"Sacred Lies","1",7.94
"Sacred Lies","2",8.1
"Sacred Rivers with Simon Reeve","1",7.76666666666667
"Sacred Sites of the World","1",7.13333333333333
"Sacred Sites of the World","2",6.76666666666667
"Sacred Wonders","1",6.96666666666667
"Sacred Wonders of Britain","1",7.96666666666667
"Sacrifice","1",8.2
"Sadakatsiz","1",6.02258064516129
"Sadakatsiz","2",6.5
"Sadda Haq","1",8.5
"Sadece Arkadasiz","1",7.045
"Sadqay Tumhare","1",7.94
"Sae-byeok 2-si-eui sin-de-rel-la","1",7.9
"Saebichnamgohagsaenghoe","1",7.375
"Saenai hiroin no sodatekata","1",8.69230769230769
"Saenai hiroin no sodatekata","2",8.975
"Safar Barlek","1",1.57
"Safe","1",7.53636363636364
"Safe Harbour","1",7.15
"Safe Home","1",8.25
"Safe House","1",6.95
"Safe House","2",6.175
"Safe Sex","1",7.68
"Safe Skies, Archer","1",8.65
"SafeWord","1",8
"Safety First","1",7.45
"Safety First","2",6.9125
"Safety Geeks: SVI","1",8.6
"Safir","1",6.90384615384615
"Sagan om Dilan och Moa","1",7.03333333333333
"Sagan om Dilan och Moa","2",7.4
"Sagan om Skrotnisse och hans vänner","1",6.93846153846154
"Sager der nager","4",8.3
"Sago Mini Friends","1",8.26666666666667
"Sagrada familia","1",7.2625
"Sagrada familia","2",7.1625
"Sagwa, the Chinese Siamese Cat","1",8.6
"Sahane Damat","1",7.4
"Sahane Hayatim","1",7.06153846153846
"Sahara sensei to Toki-kun","1",7.22857142857143
"Sahara with Michael Palin","1",7.825
"Saheb El Saada","1",7
"Sahin Tepesi","1",8.71666666666667
"Sahipli","1",8.48
"Sahmaran","1",7.1875
"Sahmaran","2",7.06666666666667
"Sai de Baixo","1",7.496
"Sai de Baixo","3",8.1
"Sai de Baixo","8",8.8
"Sai yau gei","1",5.4
"Saiai","1",6.7
"Saibâ shiti Oedo 808","1",7.53333333333333
"Saibôgu 009","1",5.24375
"Saihate no Paladin","1",7.125
"Saihate no Paladin","2",7.15
"Saihate no Paladin","\N",5.2
"Saijaku Tamer wa Gomi Hiroi no Tabi wo Hajimemashita.","1",8.09166666666667
"Saijaku muhai no Bahamut","1",6.79166666666667
"Saiki Kusuo no Psi Nan","1",7.61
"Saiki Kusuo no Psi Nan","2",7.92916666666667
"Saiki Kusuo no Psi Nan","3",8.3
"Saikin Yatotta Maid ga Ayashii","1",8.03636363636364
"Saikin, imouto no yousu ga chotto okashiindaga","1",7.20833333333333
"Saikojiman Gwaenchanha","1",8.6875
"Saikometeuri Geunyeoseok","1",8.4375
"Saikou no jinsei no owarikata","1",9.55
"Saikyou Onmyouji no Isekai Tenseiki","1",8.00769230769231
"Saikyou Tank no Meikyuu Kouryaku: Tairyoku 9999 no Rare Skill-mochi Tank, Yuusha Party wo Tsuihou sareru","1",7.19166666666667
"Saikô no Rikon","1",8.4
"Sailor Moon","1",7.94
"Sailor Moon","2",7.87380952380952
"Sailor Moon","3",7.61578947368421
"Sailor Moon","4",6.5625
"Saimdang, Bitui Ilgi","1",6.86428571428571
"Saint George","1",6.72
"Saint Oniisan","1",7.15
"Saint Seiya","1",7.6972602739726
"Saint Seiya","2",7.46923076923077
"Saint Seiya","3",7.52
"Saint Seiya: Soul of Gold","1",9.21538461538462
"Saint X","1",7.4125
"Saints & Sinners","1",8.775
"Saints & Sinners","2",8.2625
"Saints & Sinners","3",8.925
"Saints & Sinners","4",9.225
"Saints & Sinners","5",9.1875
"Saints & Sinners","6",8.8375
"Saints & Strangers","1",7.45
"Saints and Sinners","1",7.21111111111111
"Saints and Sinners: Britain's Millennium of Monasteries","1",7.2
"Sainz: Vivir para competir","1",7.9
"Sairento mebiusu","1",6.71428571428571
"Saishû heiki kanojo","1",6.69230769230769
"Saiunkoku monogatari","1",7.228
"Saiyo Sakato","1",8.4
"Saiyuki Reload Blast","1",7.4
"Saiyuki Reload: Zeroin","1",8
"Saiyûki","1",7.78076923076923
"Saiyûki","2",8.24230769230769
"Sajan Ghar Jana Hai","1",8.71666666666667
"Sajda Tere Pyaar Mein","1",9.4
"Saka no Tochu no Ie","1",7.05
"Saka no ue no kumo","2",8.6
"Saka no ue no kumo","3",8.5
"Sakamichi no Apollon","1",8.11666666666667
"Sakamoto desu ga?","1",7.46153846153846
"Sakarya-Firat","1",8.45
"Sakho & Mangane","1",6.7
"Sakhte Iran","1",6.87777777777778
"Sakhte Iran","2",6.62272727272727
"Sakhte Iran","3",4.26666666666667
"Sakhteman pezeshkan","1",6.97719298245614
"Saki","1",7.51052631578947
"Sakigake!! Cromartie Kôkô","1",6.58461538461538
"Sakla Beni","1",7.54285714285714
"Sakli","1",7.25
"Saknad","1",7.1
"Sakura Quest","1",7.0125
"Sakura Taisen: The Animation","1",8.575
"Sakura Trick","1",8.675
"Sakurada Reset","1",8.4375
"Sakurako-san no ashimoto ni wa shitai ga umatteiru","1",6.55
"Sakurasou no Pet na Kanojo","1",8.27083333333333
"Sakügan","1",6.68333333333333
"Sal","1",8
"Sala de Urgencias","1",8.4
"Salad Fingers","1",7.70666666666667
"Salad Fingers","\N",7
"Salade grecque","1",7.5125
"Salamander","1",7.26666666666667
"Salamander","2",7.48
"Salatut elämät","1",7.36666666666667
"Salazar: A Vida Privada","1",7.1
"Salem","1",7.62307692307692
"Salem","2",7.7
"Salem","3",7.43
"Salem's Lot","1",6.825
"Salgueiro Maia - O Implicado: A Série","1",8.6
"Salhaye Door Az Khane","1",6.44666666666667
"Sally","1",7.475
"Sally","2",7.1875
"Sally Ann","1",5.4
"Sally Hemings: An American Scandal","1",7.35
"Sally4Ever","1",7.31428571428571
"Salomé","1",8.4
"Salon Zahra","1",8.4
"Salsa","1",7.5
"Salt City (India)","1",8.71428571428571
"Salt Fat Acid Heat","1",7.325
"Salto de Fé","1",8.04
"Salto mortale","1",6.66
"Salto mortale","2",6.9
"Salty Cracker","\N",8.2
"Saltön","1",6.04
"Saltön","2",5.7
"Saltön","3",5.225
"Saltön","4",5.75
"Salute Your Shorts","1",8.19230769230769
"Salute Your Shorts","2",8.26923076923077
"Salvage 1","1",7.35384615384615
"Salvage 1","2",7.34
"Salvage Dawgs","1",5.75
"Salvage Hunters","1",6.8
"Salvage Hunters","10",8
"Salvage Hunters","2",6.7
"Salvage Hunters","6",7.4
"Salvage Hunters","9",7.26666666666667
"Salvage Kings","1",7.4
"Salvage Kings","2",7.4
"Salvage Kings","3",8
"Salvage Marines","1",6.4
"Salvar al rey","1",6.7
"Salvation","1",7.45384615384615
"Salvation","2",7.45384615384615
"Salve Jorge","1",7.3
"Salve-se Quem Puder","1",8
"Sam","1",7.57142857142857
"Sam","3",6.85
"Sam","4",7
"Sam","5",6.6
"Sam","6",6.6
"Sam","7",6.7
"Sam & Cat","1",6.91428571428571
"Sam - A Saxon","1",6.81428571428571
"Sam Benedict","1",7.28095238095238
"Sam O'Nella Academy","1",8.71509433962264
"Sam Sam","1",7
"Sam and Colby","3",9
"Sam and Colby Present: The International Trilogy","1",6.93333333333333
"Sam and Colby Presents: Hell Week","1",7.82857142857143
"Sam and Colby Presents: Hell Week","2",9.02857142857143
"Sam and Colby Presents: Hell Week","3",8.775
"Sam and Colby: The Attachment","1",8.525
"Sam and Colby: The Attachment","2",8.77142857142857
"Sam and Colby: The Paranormal","1",6.51111111111111
"Sam and Colby: The Paranormal","10",7.75
"Sam and Colby: The Paranormal","2",7.01111111111111
"Sam and Colby: The Paranormal","3",6.96666666666667
"Sam and Colby: The Paranormal","4",6.40833333333333
"Sam and Colby: The Paranormal","5",7.07777777777778
"Sam and Colby: The Paranormal","6",8.75
"Sam and Colby: The Paranormal","7",5.525
"Sam and Colby: The Paranormal","8",8.35625
"Sam and Colby: The Paranormal","9",8.16923076923077
"Sam and Friends","1",8.2
"Sam and Friends","2",7.6
"Sam et Sally","1",8
"Samac u braku","1",7.95555555555556
"Samantar","1",7.92222222222222
"Samantar","2",8.27
"Samantha Brown's Places to Love","1",6.56923076923077
"Samantha Brown's Places to Love","2",7.00833333333333
"Samantha Brown's Places to Love","3",6.91538461538462
"Samantha Brown's Places to Love","4",6.92
"Samantha Brown's Places to Love","5",6.4125
"Samantha Brown's Places to Love","6",6.63
"Samantha Brown's Places to Love","7",6.4
"Samantha Who?","1",7.31333333333333
"Samantha Who?","2",7.365
"Samantha!","1",7.24285714285714
"Samantha!","2",8.17142857142857
"Samanyu NPC: Nag Hotel Arc","1",6.13333333333333
"Samarthya Shastram","1",8.8
"Samay Yaatra","1",7.7
"Sambre","1",7.38333333333333
"Same Girl","1",9.3
"Same Same","1",7
"Sami","1",9.57272727272727
"Sami Yaffa - Sound Tracker","1",7.5375
"Sami Yaffa - Sound Tracker","2",7.36
"Sami Yaffa - Sound Tracker","3",7.11666666666667
"Sammy J & Randy in Ricketts Lane","1",8.8
"Samochodzik i templariusze","1",7.3
"Sampiyon","1",9.25882352941177
"Sampurna","1",7.15
"Sampurna","2",8.8
"Samsiki Samchon","1",4.2625
"Samson and Delilah","1",7.65
"Samson en Gert","1",8.8
"Samson en Gert","10",7.5
"Samson en Gert","12",7.7
"Samson en Gert","25",7.33333333333333
"Samson en Gert","4",7.8
"Samsonadzeebi","1",6.15
"Samuel","1",8.30952380952381
"Samurai 7","1",7.45
"Samurai Chanpurû","1",8.08461538461538
"Samurai Deeper Kyo","1",5.7
"Samurai Flamenco","1",7.16363636363636
"Samurai Girl","1",6.61666666666667
"Samurai Gun","1",5.8
"Samurai Jack","1",8.26923076923077
"Samurai Jack","2",8.16923076923077
"Samurai Jack","3",8.46153846153846
"Samurai Jack","4",8.42307692307692
"Samurai Jack","5",9.24
"Samurai Pizza Cats","1",6.43333333333333
"Samurai Rabbit: The Usagi Chronicles","1",9.22
"Samurai Rabbit: The Usagi Chronicles","2",9.07
"Samurai Sentai Shinkenjâ","1",9.00425531914894
"Samvidhaan: The Making of the Constitution of India","1",9.37
"Samyy malenkiy gnom","1",7.525
"San Diego Comic-Con 2016","2",9.7
"San Diego Comic-Con 2016","3",8.8
"San Diego Comic-Con 2016","4",9.1
"San Francisco International Airport","1",2.9
"San Francisco Sounds","1",9
"San Guo ji mi zhi qian long zai yuan","1",7.98571428571429
"San Paolo","1",7.35
"San Ti","1",2.89090909090909
"San fen ye","1",9.025
"San guo","1",8.7
"San guo yan yi","1",7.99130434782609
"San guo yan yi","2",7.825
"San guo yan yi","3",7.48235294117647
"San guo yan yi","4",7.63846153846154
"San guo yan yi","5",7.47142857142857
"San qian ya sha","1",9.4235294117647
"San sheng san shi shi li tao hua","1",8.71929824561403
"San sheng san shi zhen shang shu","1",9.4
"San shi er yi","1",8.83488372093023
"San snova","1",5.13333333333333
"San ti","1",7.60333333333333
"SanPa: Sins of the Savior","1",7.72
"Sana Bir Sir Verecegim","1",9.30454545454545
"Sana'y wala nang wakas","1",7.7
"Sanadamaru","1",7
"Sanae matseon","1",8.14166666666667
"Sanctuary","1",7.50344827586207
"Sanctuary","2",7.73076923076923
"Sanctuary","3",7.56
"Sanctuary","4",7.39230769230769
"Sanctuary: A Witch's Tale","1",7.71428571428571
"Sand Land: The Series","1",7.74615384615385
"Sand Whale and Me","1",5.7
"Sandeep Bhaiya","1",9.34
"Sanders Sides","1",8.39166666666667
"Sanders Sides","2",9.13333333333333
"Sandik Kokusu","1",6.89
"Sanditon","1",7.9625
"Sanditon","2",7.65
"Sanditon","3",8.01666666666667
"Sando","1",7.7
"Sandokan","1",7.53333333333333
"Sandro de América","1",7.8
"Sandwiched Forever","1",7.18666666666667
"Sandy & Junior: A História","1",9.2
"Sandy & Violet","1",8.23333333333333
"Sandy + Chef","1",8.5
"Sandylands","1",6.9
"Sandylands","2",7.13333333333333
"Sanford","1",6.47857142857143
"Sanford","2",6.44166666666667
"Sanford Arms","1",6.575
"Sanford and Son","1",7.62
"Sanford and Son","2",7.62916666666667
"Sanford and Son","3",7.74583333333333
"Sanford and Son","4",7.172
"Sanford and Son","5",7.09583333333333
"Sanford and Son","6",7.05
"Sang-e-Mah","1",9.63333333333333
"Sangam","1",9.3
"Sangatsu no Lion","1",7.88695652173913
